"def_count","def_total","def_ratio","op_count","op_total","op_ratio","sel_count","sel_total","sel_ratio","quant_count","quant_total","quant_ratio","mod_count","mod_total","mod_ratio","MP_total","MP_count","QMP_ratio","op_REV_count","op_REV_total","op_REV_ratio","sel_REV_count","sel_REV_total","sel_REV_ratio","quant_REV_count","quant_REV_total","quant_REV_ratio","mod_REV_count","mod_REV_total","mod_REV_ratio","MP_REV_count","MP_REV_total","QMP_REV_ratio","Rep_def_count","Rep_def_total","Rep_def_ratio","Rep_op_count","Rep_op_total","Rep_op_ratio","Rep_sel_count","Rep_sel_total","Rep_sel_ratio","Rep_quant_count","Rep_quant_total","Rep_quant_ratio","Rep_mod_count","Rep_mod_total","Rep_mod_ratio","Rep_MP_total","Rep_MP_count","Rep_QMP_ratio","Rep_op_REV_count","Rep_op_REV_total","Rep_op_REV_ratio","Rep_sel_REV_count","Rep_sel_REV_total","Rep_sel_REV_ratio","Rep_quant_REV_count","Rep_quant_REV_total","Rep_quant_REV_ratio","Rep_mod_REV_count","Rep_mod_REV_total","Rep_mod_REV_ratio","Rep_MP_REV_count","Rep_MP_REV_total","Rep_QMP_REV_ratio","many_labs_version"
1,1,0.00649350649350649,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,10,9,0.105194805194805,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,9,10,0.105194805194805,0,1,0.993506493506494,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,10,9,0.105194805194805,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,9,10,0.105194805194805,"2"
1,1,0.00649350649350649,3,5,0.401298701298701,3,4,0.253246753246753,2,4,0.5,1,3,0.642885714285714,17,10,0.412945454545455,5,5,0.00649350649350649,4,4,0.00649350649350649,2,4,0.5,2,2,0.0625,14,16,0.12987012987013,0,1,0.993506493506494,4,5,0.203896103896104,1,4,0.746753246753247,1,4,0.746753246753247,1,3,0.663494230769231,17,7,0.587054545454545,5,5,0.00649350649350649,2,4,0.5,1,4,0.746753246753247,1,2,0.5,9,16,0.438311688311688,"2"
1,1,0.00649350649350649,2,5,0.598701298701299,1,2,0.5,2,2,0.00649350649350649,0,0,NA,10,6,0.401298701298701,2,5,0.598701298701299,2,2,0.00649350649350649,1,1,0.00649350649350649,0,0,NA,6,9,0.335464935064935,1,1,0.00649350649350649,3,5,0.401298701298701,2,2,0.00649350649350649,2,2,0.00649350649350649,1,3,0.663494230769231,13,9,0.310197402597403,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,4,4,0.0119047619047619,14,14,0.00649350649350649,"2"
1,1,0.00649350649350649,3,5,0.401298701298701,2,4,0.5,3,3,0.00649350649350649,0,0,NA,13,9,0.310197402597403,4,5,0.203896103896104,2,4,0.5,3,3,0.00649350649350649,0,0,NA,10,13,0.234296103896104,0,1,0.993506493506494,4,5,0.203896103896104,3,4,0.253246753246753,2,3,0.335464935064935,3,5,0.401923076923077,18,12,0.335464935064935,5,5,0.00649350649350649,3,4,0.253246753246753,2,3,0.335464935064935,2,2,0.0119047619047619,12,15,0.203896103896104,"2"
0,0,0.00649350649350649,4,5,0.203896103896104,1,1,0.00649350649350649,1,2,0.5,0,0,NA,8,6,0.253246753246753,3,5,0.401298701298701,2,2,0.00649350649350649,1,2,0.5,0,0,NA,6,9,0.335464935064935,0,0,0.00649350649350649,3,4,0.253246753246753,1,2,0.5,2,2,0.00649350649350649,0,2,0.990384615384615,10,6,0.401298701298701,5,5,0.00649350649350649,2,2,0.00649350649350649,3,3,0.00649350649350649,0,0,NA,10,10,0.00649350649350649,"2"
1,1,0.00649350649350649,5,5,0.00649350649350649,1,2,0.5,2,2,0.00649350649350649,0,0,NA,10,9,0.105194805194805,5,5,0.00649350649350649,1,2,0.5,2,2,0.00649350649350649,0,0,NA,9,10,0.105194805194805,1,1,0.00649350649350649,5,5,0.00649350649350649,2,2,0.00649350649350649,1,2,0.5,2,5,0.598076923076923,15,11,0.26972987012987,5,5,0.00649350649350649,2,2,0.00649350649350649,2,3,0.335464935064935,2,2,0.0119047619047619,12,13,0.0823948051948052,"2"
1,1,0.00649350649350649,1,5,0.796103896103896,2,4,0.5,0,4,0.993506493506494,0,0,NA,14,4,0.711516883116883,2,5,0.598701298701299,2,4,0.5,2,4,0.5,0,0,NA,7,14,0.5,1,1,0.00649350649350649,4,5,0.203896103896104,1,4,0.746753246753247,1,4,0.746753246753247,0,0,NA,14,7,0.5,5,5,0.00649350649350649,1,4,0.746753246753247,2,4,0.5,0,0,NA,9,14,0.358955844155844,"2"
0,1,0.993506493506494,1,5,0.796103896103896,2,4,0.5,0,4,0.993506493506494,0,0,NA,14,3,0.78198961038961,2,5,0.598701298701299,2,4,0.5,1,4,0.746753246753247,0,0,NA,5,14,0.641044155844156,0,1,0.993506493506494,4,5,0.203896103896104,1,4,0.746753246753247,1,4,0.746753246753247,0,0,NA,14,6,0.570472727272727,5,5,0.00649350649350649,1,4,0.746753246753247,1,4,0.746753246753247,0,0,NA,7,14,0.5,"2"
0,1,0.993506493506494,1,5,0.796103896103896,2,4,0.5,0,4,0.993506493506494,0,0,NA,14,3,0.78198961038961,2,5,0.598701298701299,2,4,0.5,1,4,0.746753246753247,0,0,NA,5,14,0.641044155844156,0,1,0.993506493506494,4,5,0.203896103896104,1,4,0.746753246753247,1,4,0.746753246753247,0,0,NA,14,6,0.570472727272727,5,5,0.00649350649350649,1,4,0.746753246753247,1,3,0.664535064935065,0,0,NA,7,13,0.462,"2"
1,1,0.00649350649350649,3,5,0.401298701298701,0,4,0.993506493506494,3,3,0.00649350649350649,0,0,NA,13,7,0.462,4,5,0.203896103896104,1,3,0.664535064935065,3,3,0.00649350649350649,0,0,NA,9,12,0.253246753246753,0,0,0.00649350649350649,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,9,8,0.116150649350649,5,5,0.00649350649350649,2,2,0.00649350649350649,3,3,0.00649350649350649,0,0,NA,10,10,0.00649350649350649,"2"
0,0,0.00649350649350649,1,5,0.796103896103896,0,4,0.993506493506494,3,3,0.00649350649350649,0,0,NA,12,4,0.664535064935065,2,5,0.598701298701299,1,3,0.664535064935065,3,3,0.00649350649350649,0,0,NA,6,11,0.455090909090909,0,0,0.00649350649350649,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,9,9,0.00649350649350649,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,9,9,0.00649350649350649,"2"
1,1,0.00649350649350649,5,5,0.00649350649350649,0,4,0.993506493506494,4,4,0.00649350649350649,0,0,NA,14,10,0.288483116883117,5,5,0.00649350649350649,1,4,0.746753246753247,4,4,0.00649350649350649,0,0,NA,11,14,0.21801038961039,0,1,0.993506493506494,5,5,0.00649350649350649,2,4,0.5,3,3,0.00649350649350649,1,2,0.5,15,11,0.26972987012987,5,5,0.00649350649350649,2,4,0.5,4,4,0.00649350649350649,2,2,0.0119047619047619,13,16,0.191558441558442,"2"
1,1,0.00649350649350649,2,5,0.598701298701299,1,2,0.5,1,2,0.5,0,4,0.928571428571429,14,5,0.641044155844156,2,5,0.598701298701299,1,2,0.5,2,2,0.00649350649350649,0,0,NA,6,10,0.401298701298701,0,1,0.993506493506494,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,1,3,0.663494230769231,13,9,0.310197402597403,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,2,2,0.0119047619047619,10,12,0.171028571428571,"2"
1,1,0.00649350649350649,2,5,0.598701298701299,1,2,0.5,2,2,0.00649350649350649,0,0,NA,10,6,0.401298701298701,3,5,0.401298701298701,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,8,10,0.203896103896104,0,1,0.993506493506494,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,10,9,0.105194805194805,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,9,10,0.105194805194805,"2"
1,1,0.00649350649350649,2,5,0.598701298701299,0,4,0.993506493506494,1,3,0.664535064935065,0,0,NA,13,4,0.689802597402597,3,5,0.401298701298701,1,4,0.746753246753247,1,2,0.5,0,0,NA,6,12,0.5,1,1,0.00649350649350649,3,5,0.401298701298701,2,4,0.5,1,3,0.664535064935065,0,0,NA,13,7,0.462,5,5,0.00649350649350649,2,3,0.335464935064935,1,3,0.664535064935065,0,0,NA,9,12,0.253246753246753,"2"
1,1,0.00649350649350649,2,5,0.598701298701299,0,4,0.993506493506494,1,3,0.664535064935065,0,0,NA,13,4,0.689802597402597,3,5,0.401298701298701,1,4,0.746753246753247,2,3,0.335464935064935,0,0,NA,7,13,0.462,1,1,0.00649350649350649,5,5,0.00649350649350649,2,4,0.5,2,3,0.335464935064935,0,0,NA,13,10,0.234296103896104,5,5,0.00649350649350649,2,4,0.5,3,4,0.253246753246753,0,0,NA,11,14,0.21801038961039,"2"
1,1,0.00649350649350649,5,5,0.00649350649350649,1,4,0.746753246753247,2,4,0.5,0,0,NA,14,9,0.358955844155844,5,5,0.00649350649350649,2,4,0.5,2,3,0.335464935064935,0,0,NA,10,13,0.234296103896104,0,1,0.993506493506494,5,5,0.00649350649350649,2,4,0.5,3,3,0.00649350649350649,1,3,0.663494230769231,16,11,0.314935064935065,5,5,0.00649350649350649,2,4,0.5,3,3,0.00649350649350649,1,1,0.0119047619047619,11,14,0.21801038961039,"2"
1,1,0.00649350649350649,3,5,0.401298701298701,1,2,0.5,2,2,0.00649350649350649,0,0,NA,10,7,0.302597402597403,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,9,10,0.105194805194805,1,1,0.00649350649350649,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,2,5,0.598076923076923,15,12,0.203896103896104,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,1,1,0.0119047619047619,11,11,0.00649350649350649,"2"
1,1,0.00649350649350649,2,5,0.598701298701299,0,2,0.993506493506494,2,2,0.00649350649350649,0,0,NA,10,5,0.5,4,5,0.203896103896104,1,2,0.5,2,2,0.00649350649350649,0,0,NA,8,10,0.203896103896104,1,1,0.00649350649350649,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,10,10,0.00649350649350649,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,10,10,0.00649350649350649,"2"
1,1,0.00649350649350649,0,5,0.993506493506494,0,4,0.993506493506494,0,3,0.993506493506494,0,0,NA,13,1,0.917605194805195,2,5,0.598701298701299,1,4,0.746753246753247,2,3,0.335464935064935,0,0,NA,6,13,0.538,0,1,0.993506493506494,5,5,0.00649350649350649,2,4,0.5,3,3,0.00649350649350649,2,3,0.336505769230769,16,12,0.253246753246753,5,5,0.00649350649350649,2,4,0.5,3,3,0.00649350649350649,2,2,0.0119047619047619,12,15,0.203896103896104,"2"
1,1,0.00649350649350649,3,5,0.401298701298701,0,2,0.993506493506494,2,2,0.00649350649350649,0,0,NA,10,6,0.401298701298701,4,5,0.203896103896104,1,2,0.5,2,2,0.00649350649350649,0,0,NA,8,10,0.203896103896104,0,1,0.993506493506494,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,2,4,0.5,14,11,0.21801038961039,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,1,1,0.0119047619047619,10,11,0.096212987012987,"2"
1,1,0.00649350649350649,3,5,0.401298701298701,1,4,0.746753246753247,3,4,0.253246753246753,0,0,NA,14,8,0.429527272727273,4,5,0.203896103896104,2,4,0.5,3,4,0.253246753246753,0,0,NA,10,14,0.288483116883117,0,1,0.993506493506494,5,5,0.00649350649350649,1,2,0.5,2,2,0.00649350649350649,2,4,0.5,14,10,0.288483116883117,5,5,0.00649350649350649,1,2,0.5,2,2,0.00649350649350649,1,1,0.0119047619047619,9,11,0.185932467532468,"2"
1,1,0.00649350649350649,1,5,0.796103896103896,0,2,0.993506493506494,0,4,0.993506493506494,0,0,NA,12,2,0.828971428571429,2,5,0.598701298701299,1,2,0.5,1,4,0.746753246753247,0,0,NA,5,12,0.582218181818182,1,1,0.00649350649350649,5,5,0.00649350649350649,2,2,0.00649350649350649,3,3,0.00649350649350649,0,0,NA,11,11,0.00649350649350649,5,5,0.00649350649350649,2,2,0.00649350649350649,3,3,0.00649350649350649,0,0,NA,11,11,0.00649350649350649,"2"
1,1,0.00649350649350649,1,5,0.796103896103896,0,2,0.993506493506494,0,4,0.993506493506494,0,0,NA,12,2,0.828971428571429,1,5,0.796103896103896,1,2,0.5,1,4,0.746753246753247,0,0,NA,4,12,0.664535064935065,0,1,0.993506493506494,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,4,4,0.00961538461538462,14,13,0.0769662337662338,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,1,1,0.0119047619047619,10,11,0.096212987012987,"2"
1,1,0.00649350649350649,2,5,0.598701298701299,0,2,0.993506493506494,3,3,0.00649350649350649,0,0,NA,11,6,0.455090909090909,3,5,0.401298701298701,1,2,0.5,3,3,0.00649350649350649,0,0,NA,8,11,0.275651948051948,0,1,0.993506493506494,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,4,4,0.00961538461538462,14,13,0.0769662337662338,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,9,10,0.105194805194805,"2"
1,1,0.00649350649350649,1,5,0.796103896103896,0,2,0.993506493506494,2,2,0.00649350649350649,0,0,NA,10,4,0.598701298701299,3,5,0.401298701298701,1,2,0.5,2,2,0.00649350649350649,0,0,NA,7,10,0.302597402597403,1,1,0.00649350649350649,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00961538461538462,12,12,0.00649350649350649,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,2,2,0.0119047619047619,12,12,0.00649350649350649,"2"
1,1,0.00649350649350649,2,5,0.598701298701299,1,4,0.746753246753247,2,3,0.335464935064935,0,0,NA,13,6,0.538,3,5,0.401298701298701,3,4,0.253246753246753,3,3,0.00649350649350649,0,0,NA,10,13,0.234296103896104,0,1,0.993506493506494,4,5,0.203896103896104,2,4,0.5,4,4,0.00649350649350649,2,4,0.5,18,12,0.335464935064935,4,5,0.203896103896104,2,4,0.5,3,3,0.00649350649350649,2,3,0.337269047619048,11,16,0.314935064935065,"2"
1,1,0.00649350649350649,1,5,0.796103896103896,1,2,0.5,2,2,0.00649350649350649,0,0,NA,10,5,0.5,3,5,0.401298701298701,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,8,10,0.203896103896104,1,1,0.00649350649350649,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,10,10,0.00649350649350649,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,10,10,0.00649350649350649,"3"
