"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Many_labs_version","research_type","research_title","variable_order","Op1","Op2","Op5","Sel1","Sel3","Sel_psych_evidence","Sel_psych_evidence_4_TEXT","Quant1","Quant2","Quant3","Mod_check","Mod1","Mod2","Mod3","Mod4","Mod5","Mod6"
"2023-04-23 07:29:25","2023-04-23 07:33:35","Survey Preview","","100","250","True","2023-04-23 07:33:37","R_3VDGDEAfvhJgzTP","","","","","51.5145","4.4331","preview","EN","2","Replication","Flag Priming (Carter et al., 2011; Study 2).","1","True","True","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","No modification","No modification","True","","No modification","No modification"
"2023-04-23 07:33:47","2023-04-23 07:36:16","Survey Preview","","100","149","True","2023-04-23 07:36:18","R_1LjoMNIuhgVLN2I","","","","","51.5145","4.4331","preview","EN","1","Replication","10	Currency priming and system justification (Caruso et al., 2012)","1","True","True","True","True","False","None","","True","True","True","True","No modification","No modification","True","True","No modification","No modification"
"2023-04-23 07:36:57","2023-04-23 07:38:21","Survey Preview","","100","84","True","2023-04-23 07:38:23","R_ZkMRmcV2G4Tl9PX","","","","","51.5145","4.4331","preview","EN","1","Replication","Imagined contact (Husnu & Crisp, 2010, Study 1). ","1","True","True","True","True","False","None","","True","True","True","True","True","","True","True","No modification","No modification"
"2023-04-23 07:38:38","2023-04-23 07:41:28","Survey Preview","","100","169","True","2023-04-23 07:41:29","R_2fj0knT7Mone6Zj","","","","","51.5145","4.4331","preview","EN","1","Replication","Sex differences in implicit math attitudes and relations with self-reported attitudes (Nosek, Banaji, & Greenwald, 2002","1","True","True","False","True","False","None","","False","Not applicable","Not applicable","True","No modification","No modification","No modification","No modification","True","True"
"2023-04-23 07:41:39","2023-04-23 07:43:01","Survey Preview","","100","82","True","2023-04-23 07:43:03","R_277myhpWBcfXjiX","","","","","51.5145","4.4331","preview","EN","1","Replication","12	Sex differences in implicit math attitudes and relations with self-reported attitudes (Nosek, Banaji, & Greenwald, 2002)","2","True","True","True","True","True","Other, namely:","convergent validity","True","True","Not applicable","False","","","","","",""
"2023-04-23 07:43:07","2023-04-23 07:44:06","Survey Preview","","100","59","True","2023-04-23 07:44:07","R_1Lezcd0ra6T8iUx","","","","","51.5145","4.4331","preview","EN","1","Replication","Sex differences in implicit math attitudes and relations with self-reported attitudes (Nosek, Banaji, & Greenwald, 2002)","3","True","True","True","True","True","Other, namely:","convergent validitiy","True","True","True","False","","","","","",""
"2023-04-23 08:48:59","2023-04-23 08:50:37","Survey Preview","","100","98","True","2023-04-23 08:50:39","R_33gcnhdjG8IkAEp","","","","","51.5145","4.4331","preview","EN","2","Replication","LIVING IN THE NORTH IS NOT NECESSARILY FAVORABLE: DIFFERENT METAPHORIC ASSOCIATIONS BETWEEN CARDINAL DIRECTION AND VALENCE IN HONG KONG AND IN THE UNITED STATES (Huang, Tse & Cho, 2014, Study 1a)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","True","True","True","True","No modification","No modification"
"2023-04-23 08:50:48","2023-04-23 08:53:40","Survey Preview","","100","172","True","2023-04-23 08:53:42","R_2Bm5P3B8tUjNoXh","","","","","51.5145","4.4331","preview","EN","2","Replication","A FUNCTIONAL BASIS FOR STRUCTURE-SEEKING: EXPOSURE TO STRUCTURE PROMOTES WILLINGNESS TO ENGAGE IN MOTIVATED ACTION (Kay, Laurin, Fitzsimons & Landau, 2014, Study 2)","1","True","True","True","True","False","None","","True","True","True","False","","","","","",""
"2023-04-23 08:53:49","2023-04-23 08:56:33","Survey Preview","","100","163","True","2023-04-23 08:56:34","R_pnMekTebSaVHWrn","","","","","51.5145","4.4331","preview","EN","2","Replication","OVERCOMING INTUITION: METACOGNITIVE DIFFICULTY ACTIVATES ANALYTIC REASONING (Alter, Oppenheimer, Epley & Eyre, 2007, Study 4)","1","True","True","True","True","False","None","","True","True","Not applicable","True","True","True","No modification","No modification","No modification","No modification"
"2023-04-23 08:56:46","2023-04-23 09:00:14","Survey Preview","","100","207","True","2023-04-23 09:00:15","R_1DG56WWkSvEfRN7","","","","","51.5145","4.4331","preview","EN","2","Replication","LIBERALS AND CONSERVATIVES RELY ON DIFFERENT SETS OF MORAL FOUNDATIONS (Graham, Haidt, & Nosek, 2009, Study 1)","1","True","True","True","True","False","None","","True","True","False","True","No modification","No modification","True","True","No modification","No modification"
"2023-04-23 09:00:31","2023-04-23 09:01:36","Survey Preview","","100","64","True","2023-04-23 09:01:37","R_1cTUCJpMAlyGJyw","","","","","51.5145","4.4331","preview","EN","2","Replication","MONEY, KISSES, AND ELECTRIC SHOCKS: ON THE AFFECTIVE PSYCHOLOGY OF RISK (Rottenstreich & Hsee, 2001, Study 1)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 09:01:43","2023-04-23 09:03:00","Survey Preview","","100","77","True","2023-04-23 09:03:02","R_1lrY7RWl2AqNmrN","","","","","51.5145","4.4331","preview","EN","2","Replication","CUING CONSUMERISM SITUATIONAL MATERIALISM UNDERMINES PERSONAL AND SOCIAL WELL-BEING (Bauer, Wilkie, Kim & Bodenhausen, 2012, Study 4)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 09:03:07","2023-04-23 09:06:12","Survey Preview","","100","184","True","2023-04-23 09:06:13","R_w6LA7TsrlQRg2e5","","","","","51.5145","4.4331","preview","EN","2","Replication"," CULTURAL VARIATION IN CORRESPONDENCE BIAS: THE CRITICAL ROLE OF ATTITUDE DIAGNOSTICITY OF SOCIALLY CONSTRAINED BEHAVIOR (Miyamoto & Kitayama, 2002, Study 1)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","No modification","No modification","True","True","No modification","No modification"
"2023-04-23 09:06:20","2023-04-23 09:07:57","Survey Preview","","100","97","True","2023-04-23 09:07:59","R_z27Gry4aY9s0nex","","","","","51.5145","4.4331","preview","EN","2","Replication","DISGUST SENSITIVITY PREDICTS INTUITIVE DISAPPROVAL OF GAYS (Inbar, Pizarro, Knobe & Bloom, 2009, Study 1)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 09:08:04","2023-04-23 09:09:12","Survey Preview","","100","68","True","2023-04-23 09:09:14","R_1DnCpuspwzzYOla","","","","","51.5145","4.4331","preview","EN","2","Replication","DISGUST SENSITIVITY PREDICTS INTUITIVE DISAPPROVAL OF GAYS (Inbar, Pizarro, Knobe & Bloom, 2009, Study 1)","2","True","True","True","True","False","None","","True","False","False","True","No modification","No modification","No modification","No modification","True","False"
"2023-04-23 09:09:38","2023-04-23 09:12:02","Survey Preview","","100","144","True","2023-04-23 09:12:04","R_3hmypceJ0WkJmc9","","","","","51.5145","4.4331","preview","EN","2","Replication","DEVELOPMENT OF PROSOCIAL, INDIVIDUALISTIC, AND COMPETITIVE ORIENTATIONS: THEORY AND PRELIMINARY EVIDENCE (Van Lange, Otten, De Bruin & Joireman, 1997, Study 3)","1","True","True","True","True","False","None","","True","False","Not applicable","True","No modification","No modification","No modification","No modification","True","True"
"2023-04-23 09:12:13","2023-04-23 09:13:15","Survey Preview","","100","61","True","2023-04-23 09:13:16","R_31uX1Rhc4p6KqDO","","","","","51.5145","4.4331","preview","EN","2","Replication","DEVELOPMENT OF PROSOCIAL, INDIVIDUALISTIC, AND COMPETITIVE ORIENTATIONS: THEORY AND PRELIMINARY EVIDENCE (Van Lange, Otten, De Bruin & Joireman, 1997, Study 3)","2","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 11:28:11","2023-04-23 11:30:18","Survey Preview","","100","127","True","2023-04-23 11:30:20","R_22CZ3lM9yJfG3yg","","","","","51.5145","4.4331","preview","EN","2","Replication","A DISSOCIATION BETWEEN MORAL JUDGMENTS AND JUSTIFICATIONS (Hauser, Cushman, Young, Kang-Xing & Mikhail, et al., 2007, Scenarios 1+2)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","No modification","No modification","No modification","No modification","True","True"
"2023-04-23 11:36:33","2023-04-23 11:37:39","Survey Preview","","100","65","True","2023-04-23 11:37:40","R_3GkeHgWVbcsBvlZ","","","","","51.5145","4.4331","preview","EN","2","Replication","THE LOCAL-LADDER EFFECT AND SUBJECTIVE WELL-BEING (Anderson, Kraus, Galinsky & Keltner, 2012, Study 3).","1","True","True","True","True","False","None","","True","False","False","False","","","","","",""
"2023-04-23 11:37:46","2023-04-23 11:38:37","Survey Preview","","100","50","True","2023-04-23 11:38:38","R_OkYj2Im44ziTYDn","","","","","51.5145","4.4331","preview","EN","2","Replication","THE LOCAL-LADDER EFFECT AND SUBJECTIVE WELL-BEING (Anderson, Kraus, Galinsky & Keltner, 2012, Study 3).","2","True","True","True","True","False","None","","False","False","False","False","","","","","",""
"2023-04-23 11:38:44","2023-04-23 11:41:27","Survey Preview","","100","163","True","2023-04-23 11:41:29","R_11XXKsRESPKFCag","","","","","51.5145","4.4331","preview","EN","2","Replication","THE “FALSE CONSENSUS EFFECT”: AN EGOCENTRIC BIAS IN SOCIAL PERCEPTION AND ATTRIBUTION PROCESSES (Ross, Greene & House, 1977, Study 1, Supermarket Scenario)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 11:41:38","2023-04-23 11:42:36","Survey Preview","","100","57","True","2023-04-23 11:42:37","R_1M0ZErosIwxAFpG","","","","","51.5145","4.4331","preview","EN","2","Replication","THE “FALSE CONSENSUS EFFECT”: AN EGOCENTRIC BIAS IN SOCIAL PERCEPTION AND ATTRIBUTION PROCESSES (Ross, Greene & House, 1977, Study 1, Supermarket Scenario)","2","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 11:43:16","2023-04-23 11:47:12","Survey Preview","","100","235","True","2023-04-23 11:47:13","R_2uEZkkNuMrqIj0R","","","","","51.5145","4.4331","preview","EN","2","Replication","HIGH IN THE HIERARCHY: HOW VERTICAL LOCATION AND JUDGMENTS OF LEADERS’ POWER ARE INTERRELATED (Giessner & Schubert, 2007, Study 1a)","1","True","True","True","True","False","None","","True","True","True","True","No modification","No modification","True","True","No modification","No modification"
"2023-04-23 11:47:32","2023-04-23 11:49:59","Survey Preview","","100","147","True","2023-04-23 11:50:02","R_2af5YpUHvWYUs0G","","","","","51.5145","4.4331","preview","EN","2","Replication","THE FRAMING OF DECISIONS AND THE PSYCHOLOGY OF CHOICE (Tversky & Kahneman, 1981, Study 10)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","No modification","No modification","True","True","No modification","No modification"
"2023-04-23 11:50:35","2023-04-23 11:51:55","Survey Preview","","100","79","True","2023-04-23 11:51:57","R_2pVpjJLQX0fY1aN","","","","","51.5145","4.4331","preview","EN","2","Replication","WHY PEOPLE ARE RELUCTANT TO TEMPT FATE (Risen & Gilovich, 2008, Study 2)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 11:52:45","2023-04-23 11:56:26","Survey Preview","","100","220","True","2023-04-23 11:56:27","R_1mIukpBweV3Xh41","","","","","51.5145","4.4331","preview","EN","2","Replication","WHAT COUNTS AS A CHOICE? U.S. AMERICANS ARE MORE LIKELY THAN INDIANS TO CONSTRUE ACTIONS AS CHOICES (Savani, Markus, Naidu, Kumar, & Berlia, 2010, Study 5)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","False","Not applicable","False","","","","","",""
"2023-04-23 11:56:38","2023-04-23 11:57:21","Survey Preview","","100","43","True","2023-04-23 11:57:23","R_1IrPdNefhpQ6Qeh","","","","","51.5145","4.4331","preview","EN","2","Replication","WHAT COUNTS AS A CHOICE? U.S. AMERICANS ARE MORE LIKELY THAN INDIANS TO CONSTRUE ACTIONS AS CHOICES (Savani, Markus, Naidu, Kumar, & Berlia, 2010, Study 5)","2","True","True","True","True","False","None","","True","True","True","False","","","","","",""
"2023-04-23 11:57:32","2023-04-23 12:02:05","Survey Preview","","100","272","True","2023-04-23 12:02:06","R_1pMRWgzignjPdTz","","","","","51.5145","4.4331","preview","EN","2","Replication","CULTURAL PREFERENCES FOR FORMAL VERSUS INTUITIVE REASONING (Norenzayan, Smith, Kim, & Nisbett, 2002, Study 2) ","1","True","True","True","True","False","None","","True","True","Not applicable","True","True","","No modification","No modification","No modification","No modification"
"2023-04-23 12:02:17","2023-04-23 12:04:53","Survey Preview","","100","156","True","2023-04-23 12:04:54","R_1OE7T6ssIJHhrJI","","","","","51.5145","4.4331","preview","EN","2","Replication","LESS IS BETTER: WHEN LOW-VALUE OPTIONS ARE VALUED MORE HIGHLY THAN HIGH-VALUE OPTIONS (Hsee, 1998, Study 1)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","No modification","No modification","True","","No modification","No modification"
"2023-04-23 12:05:04","2023-04-23 12:08:03","Survey Preview","","100","178","True","2023-04-23 12:08:05","R_a43hXKZI8MRW8Rb","","","","","51.5145","4.4331","preview","EN","2","Replication","MORAL TYPECASTING: DIVERGENT PERCEPTIONS OF MORAL AGENTS AND MORAL PATIENTS (Gray & Wegner, 2009, Study 1a) ","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 12:08:13","2023-04-23 12:10:51","Survey Preview","","100","158","True","2023-04-23 12:10:53","R_XSzTNNveR1UnTbj","","","","","51.5145","4.4331","preview","EN","2","Replication","WASHING AWAY YOUR SINS: THREATENED MORALITY AND PHYSICAL CLEANSING (Zhong & Liljenquist, 2006, Study 2)","1","True","True","True","True","False","None","","True","True","Not applicable","True","True","True","No modification","No modification","No modification","No modification"
"2023-04-23 12:11:12","2023-04-23 12:13:28","Survey Preview","","100","135","True","2023-04-23 12:13:29","R_1oBjeH2GrH6XV9k","","","","","51.5145","4.4331","preview","EN","2","Replication","ASSIMILATION AND CONTRAST EFFECTS IN PART-WHOLE QUESTION SEQUENCES: A CONVERSATIONAL LOGIC ANALYSIS (Schwarz, Strack & Mai, 1991, Study 1)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","No modification","No modification","True","","No modification","No modification"
"2023-04-23 12:13:39","2023-04-23 12:16:36","Survey Preview","","100","176","True","2023-04-23 12:16:37","R_3lLyPkCWxxF6m4S","","","","","51.5145","4.4331","preview","EN","2","Replication","HOW WARM DAYS INCREASE BELIEF IN GLOBAL WARMING (Zaval, Keenan, Johnson & Weber, 2014, Study 3A)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","No modification","No modification","True","","No modification","No modification"
"2023-04-23 12:16:50","2023-04-23 12:18:08","Survey Preview","","100","77","True","2023-04-23 12:18:10","R_2bWrmWGx49vQA2V","","","","","51.5145","4.4331","preview","EN","2","Replication","CHOOSING VERSUS REJECTING: WHY SOME OPTIONS ARE BOTH BETTER AND WORSE THAN OTHERS (Shafir, 1993, Study 1)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 12:18:22","2023-04-23 12:20:05","Survey Preview","","100","103","True","2023-04-23 12:20:07","R_2uKk9xFDPNM7Sw2","","","","","51.5145","4.4331","preview","EN","2","Replication","INTENTIONAL ACTION AND SIDE EFFECTS IN ORDINARY LANGUAGE (Knobe, 2003, Study 1)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","True","True","No modification","No modification","No modification","No modification"
"2023-04-23 12:20:39","2023-04-23 12:23:06","Survey Preview","","100","146","True","2023-04-23 12:23:09","R_svdWVfxuo5PDAHL","","","","","51.5145","4.4331","preview","EN","2","Replication","STUDIES OF SIMILARITY (Tversky & Gati, 1978, Study 2)","1","True","True","True","True","False","None","","True","True","Not applicable","True","True","","True","False","No modification","No modification"
"2023-04-23 13:21:49","2023-04-23 13:23:22","Survey Preview","","100","93","True","2023-04-23 13:23:24","R_232hXenalRzeIYz","","","","","51.5145","4.4331","preview","EN","3","Replication","Power and perspectives not taken (Galinsky, Magee, Inesi, & Gruenfeld, 2006, Study 2a)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 13:23:49","2023-04-23 13:27:17","Survey Preview","","100","208","True","2023-04-23 13:27:18","R_3PNarmsdLk9VkJu","","","","","51.5145","4.4331","preview","EN","3","Replication","Moral credentials and the expression of prejudice (Monin & Miller, 2001, Study 1)","1","True","True","True","True","False","None","","True","False","True","False","","","","","",""
"2023-04-23 13:27:28","2023-04-23 13:29:13","Survey Preview","","100","105","True","2023-04-23 13:29:15","R_1rOfBqfaiowOuEU","","","","","51.5145","4.4331","preview","EN","3","Replication","Moral credentials and the expression of prejudice (Monin & Miller, 2001, Study 1)","2","True","True","True","False","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 13:29:29","2023-04-23 13:32:33","Survey Preview","","100","184","True","2023-04-23 13:32:34","R_2VIpzOYigMuTszB","","","","","51.5145","4.4331","preview","EN","3","Replication","It feels like yesterday: self­esteem, valence of personal past experiences, and judgments of subjective distance (Ross, & Wilson, 2002, Study 2)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","False","","","","","",""
"2023-04-23 13:32:46","2023-04-23 13:35:39","Survey Preview","","100","173","True","2023-04-23 13:35:40","R_1exfWhCDKBlFUnI","","","","","51.5145","4.4331","preview","EN","3","Replication","It feels like yesterday: self­esteem, valence of personal past experiences, and judgments of subjective distance (Ross, & Wilson, 2002, Study 2)","2","True","True","True","True","True","Other, namely:","convergent validity","True","True","Not applicable","True","No modification","No modification","No modification","No modification","True","True"
"2023-04-23 13:36:00","2023-04-23 13:38:34","Survey Preview","","100","154","True","2023-04-23 13:38:35","R_1IlQJPzfxgbvTdN","","","","","51.5145","4.4331","preview","EN","3","Replication",". Stroop task (Stroop, 1935; as adapted from Inzlicht, & Gutsell, 2007, Study 1)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","No modification","No modification","No modification","No modification","True","True"
"2023-04-23 13:38:47","2023-04-23 13:41:57","Survey Preview","","100","189","True","2023-04-23 13:41:58","R_sSj0ilz9P4zhcVr","","","","","51.5145","4.4331","preview","EN","3","Replication","Availability: A heuristic for judging frequency and probability (Tversky & Kahneman, 1973, Study 3)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","No modification","No modification","False","","False",""
