"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Many_labs_version","research_type","research_title","measure_name","variable_name","Q58","variable_order","N","N_items","hypothesis_support","reliability_type","reliability_type_5_TEXT","reliability_coeff","Def1","Op_version","Op1","Op2","Op3","Op4","Op5","Sel_existing","Sel_existing_2_TEXT","Sel1","Sel2","Sel3","Sel4","Sel_psych_evidence","Sel_psych_evidence_4_TEXT","Quant1","Quant2","Quant3","Quant4","Mod_check","Mod1","Mod2","Mod3","Mod4","Mod5","Mod6","Mod_time"
"2023-04-13 13:09:05","2023-04-13 13:14:38","Survey Preview","","100","333","True","2023-04-13 13:14:40","R_10xhifVFAWkus1q","","","","","51.3911","6.1212","preview","EN","1","Replication","Flag Priming (Carter et al., 2011; Study 2)","flag priming voting intention question","priming","False","1","4896","1 item measure","No","","","","False","","True","False","True","True","True","True, namely:","flag primed voting preference question from Flag Priming (Carter et al., 2011; Study 2)","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","True","True","False","False","False","No modification","No modification","Before"
"2023-04-13 13:16:47","2023-04-13 13:23:04","Survey Preview","","100","376","True","2023-04-13 13:23:06","R_3KPZRGhdFXJvRl5","","","","","51.3911","6.1212","preview","EN","1","Replication","Currency priming and system justification (Caruso et al., 2012)","system justification scale","system justification","False","1","6333","multiple item measure","No","Not Reported","","","False","system justification scale from (Kay & Jost, 2003)","True","False","True","True","True","True, namely:","system justification scale (Kay & Jost, 2003)","True","True","False","False","None","","True","True","True","False","True","True","False","True","False","No modification","No modification","Before"
"2023-04-13 13:26:38","2023-04-13 13:34:52","Survey Preview","","100","493","True","2023-04-13 13:34:54","R_1eqRo2W6yMAxq6n","","","","","51.3911","6.1212","preview","EN","1","Replication","Imagined contact (Husnu & Crisp, 2010, Study 1). ","composite index of intentions to engage in contact with muslims","intentions to engage in contact with muslims","True","1","6336","multiple item measure","Yes","alpha","","0.82","True","composite index of intentions from (Husnu & Crisp, 2010, Study 1)","True","False","True","True","True","True, namely:","composite index of intentions from (Husnu & Crisp, 2010, Study 1)","True","True","False","False","None","","True","True","True","False","True","True","False","True","False","No modification","No modification","Before"
"2023-04-13 13:39:27","2023-04-13 13:45:00","Survey Preview","","100","332","True","2023-04-13 13:45:02","R_56YQj2PIw6A1JGF","","","","","51.3911","6.1212","preview","EN","1","Replication","Sex differences in implicit math attitudes and relations with self-reported attitudes (Nosek, Banaji, & Greenwald, 2002).","implicit math atittudes association test","implicit math attitudes","False","1","5842","multiple item measure","Yes","Not Reported","","","True","","False","False","True","True","False","True, namely:","math attitudes IAT ","False","True","False","False","None","","False","False","False","True","True","No modification","No modification","False","False","True","False","Before"
"2023-04-13 13:45:26","2023-04-13 13:48:52","Survey Preview","","100","206","True","2023-04-13 13:48:54","R_UyaHxAGfaWPUDbb","","","","","51.3911","6.1212","preview","EN","1","Replication","Sex differences in implicit math attitudes and relations with self-reported attitudes (Nosek, Banaji, & Greenwald, 2002)","feeling thermometers ","feelings of warmth toward math and arts","False","2","5623","1 item measure","Yes","","","","False","","False","False","True","True","True","True, namely:","feeling thermometers ","False","True","Not applicable","Not applicable","None","","False","True","Not applicable","Not applicable","None Reported","","","","","","",""
"2023-04-13 13:49:03","2023-04-13 13:55:11","Survey Preview","","100","368","True","2023-04-13 13:55:14","R_50IWlF3mbrTMhAR","","","","","51.3911","6.1212","preview","EN","1","Replication","Sex differences in implicit math attitudes and relations with self-reported attitudes (Nosek, Banaji, & Greenwald, 2002)","semantic differential scales measuring attitudes toward math and arts","attitudes toward math and arts","False","3","5623","multiple item measure","Yes","Not Reported","","","True","","True","False","True","True","False","True, namely:","semantic differential scales measuring attitudes toward math and arts","False","True","False","False","None","","True","True","Not applicable","False","True","No modification","No modification","False","False","True","False","Before"
"2023-04-13 14:42:19","2023-04-13 14:48:16","Survey Preview","","100","357","True","2023-04-13 14:48:17","R_1oHEed5qUBADZn7","","","","","51.3911","6.1212","preview","EN","2","Replication","LIVING IN THE NORTH IS NOT NECESSARILY FAVORABLE: DIFFERENT METAPHORIC ASSOCIATIONS BETWEEN CARDINAL DIRECTION AND VALENCE IN HONG KONG AND IN THE UNITED STATES (Huang, Tse & Cho, 2014, Study 1a)","fictional city house placement two hypothetical descriptions","cardinal location","False","1","6591","1 item measure","Yes","","","","Not Applicable","map (originally from Meier et al., 2011","True","True","True","True","False","True, namely:","fictional city map (originally from Meier et al., 2011","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","True","True","True","True","False","False","No modification","No modification","Before"
"2023-04-13 14:48:37","2023-04-13 14:54:18","Survey Preview","","100","340","True","2023-04-13 14:54:19","R_O72PIhy3gddTfSV","","","","","51.3911","6.1212","preview","EN","2","Replication","A FUNCTIONAL BASIS FOR STRUCTURE-SEEKING: EXPOSURE TO STRUCTURE PROMOTES WILLINGNESS TO ENGAGE IN MOTIVATED ACTION (Kay, Laurin, Fitzsimons & Landau, 2014, Study 2)","three questions about their most important goal on a scale ","goal pursuit willingness","False","1","6506","multiple item measure","No","Not Reported","","","False","","True","True","True","True","True","True, namely:","three questions about their most important goal on a scale from Kay, Laurin, Fitzsimons, and Landau (2014)","False","True","False","False","None","","True","True","True","True","False","","","","","","",""
"2023-04-13 14:54:27","2023-04-13 15:05:57","Survey Preview","","100","690","True","2023-04-13 15:05:58","R_3JJfdfTwQzzW8h2","","","","","51.3911","6.1212","preview","EN","2","Replication","OVERCOMING INTUITION: METACOGNITIVE DIFFICULTY ACTIVATES ANALYTIC REASONING (Alter, Oppenheimer, Epley & Eyre, 2007, Study 4)","syllogisms presented in easy- or hard-to-read font from Alter et al. (2007)","abbility to answer syllogisms","False","1","6935","multiple item measure","No","Not Reported","","","True","","True","True","True","True","False","True, namely:","solving task of syllogisms presented in easy- or hard-to-read font fromAlter et al. (2007)","True","True","False","False","None","","True","Not applicable","Not applicable","False","True","True","True","No modification","No modification","False","","Before"
"2023-04-14 02:12:03","2023-04-14 02:21:57","Survey Preview","","100","594","True","2023-04-14 02:22:00","R_24MFh0VLQLRxU5w","","","","","51.3911","6.1212","preview","EN","2","Replication","LIBERALS AND CONSERVATIVES RELY ON DIFFERENT SETS OF MORAL FOUNDATIONS (Graham, Haidt, & Nosek, 2009, Study 1)","moral foundation questionnaire","individualizing moral foundations","True","1","6966","multiple item measure","Yes","Not Reported","","","False","","False","True","True","True","False","True, namely:","moral foundations questionnaire used in Graham, Haidt, & Nosek, 2009, Study 1","False","True","False","False","None","","True","True","False","False","True","False","","False","False","True","True","Before"
"2023-04-14 02:24:05","2023-04-14 02:31:36","Survey Preview","","100","450","True","2023-04-14 02:31:37","R_28J8ZmFHlcrlL4P","","","","","51.3911","6.1212","preview","EN","2","Replication","MONEY, KISSES, AND ELECTRIC SHOCKS: ON THE AFFECTIVE PSYCHOLOGY OF RISK (Rottenstreich & Hsee, 2001, Study 1)","kiss or cash choice with or without uncertainty","positive affect's effect on judgement","False","1","7218","1 item measure","No","","","","False","","True","True","True","True","True","True, namely:","affective vs. economic choice with or without uncertainty set of questions from Rottenstreich & Hsee, 2001, Study 1","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","False","","","","","","",""
"2023-04-14 02:34:22","2023-04-14 02:41:16","Survey Preview","","100","414","True","2023-04-14 02:41:18","R_3kHUKzMgDdHFf6g","","","","","51.3911","6.1212","preview","EN","2","Replication","PERSONAL AND SOCIAL WELL-BEING (Bauer, Wilkie, Kim & Bodenhausen, 2012, Study 4)","drought water consumption problem with trust questionnaire from Bauer and colleagues (2012)  ","social trust","False","1","6608","1 item measure","Yes","","","","False","","True","True","True","True","True","True, namely:","drought water reduction trust scenario from Bauer and colleagues (2012) ","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","False","","","","","","",""
"2023-04-14 02:41:35","2023-04-14 02:51:42","Survey Preview","","100","606","True","2023-04-14 02:51:44","R_2xz5Ekw9QtMEC8M","","","","","51.3911","6.1212","preview","EN","2","Replication","CULTURAL VARIATION IN CORRESPONDENCE BIAS: THE CRITICAL ROLE OF ATTITUDE DIAGNOSTICITY OF SOCIALLY CONSTRAINED BEHAVIOR (Miyamoto & Kitayama, 2002, Study 1)","question of an essay's writer's true attitude towards capital punishment from Miyamoto and Kitayama (2002)","attributed true attitude","True","1","7197","1 item measure","Yes","","","","True","","False","True","True","True","True","True, namely:","question of an essay's writer's true attitude towards capital punishment from Miyamoto and Kitayama (2002)","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","True","True","False","True","False","True","True","Before"
"2023-04-14 02:52:11","2023-04-14 02:58:53","Survey Preview","","100","402","True","2023-04-14 02:58:55","R_2ayk6tus8qQJx9e","","","","","51.3911","6.1212","preview","EN","2","Replication","DISGUST SENSITIVITY PREDICTS INTUITIVE DISAPPROVAL OF GAYS (Inbar, Pizarro, Knobe & Bloom, 2009, Study 1) ","assessments of the director’s intentionality in both the gay kissing and kissing conditions from Inbar, Pizarro, Knobe & Bloom, 2009, Study 1","director’s intentionality","False","1","7117","1 item measure","Yes","","","","False","","True","True","True","True","True","True, namely:","assessments of the director’s intentionality in both the gay kissing and kissing conditions from Inbar, Pizarro, Knobe & Bloom, 2009, Study 1","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","False","","","","","","",""
"2023-04-14 02:59:08","2023-04-14 03:04:26","Survey Preview","","100","318","True","2023-04-14 03:04:28","R_A4jCLOYqeiIEsCt","","","","","51.3911","6.1212","preview","EN","2","Replication","DISGUST SENSITIVITY PREDICTS INTUITIVE DISAPPROVAL OF GAYS (Inbar, Pizarro, Knobe & Bloom, 2009, Study 1) ","5-item contamination subscale","disgust sensitivity","False","2","7117","multiple item measure","Yes","Not Reported","","","False","","True","True","True","True","False","True, namely:","5-item contamination subscale","False","True","False","False","None","","True","False","False","False","True","No modification","No modification","False","","True","False","Before"
"2023-04-14 03:05:05","2023-04-14 03:13:49","Survey Preview","","100","523","True","2023-04-14 03:13:50","R_2QYZ7XFpPLf6nEb","","","","","51.3911","6.1212","preview","EN","2","Replication","DEVELOPMENT OF PROSOCIAL, INDIVIDUALISTIC, AND COMPETITIVE ORIENTATIONS: THEORY AND PRELIMINARY EVIDENCE (Van Lange, Otten, De Bruin & Joireman, 1997, Study 3)","SVO slider measure","Social Value Orientation","False","1","6234","multiple item measure","No","Not Reported","","","False","SVO slider measure from Murphy, Ackermann, & Handgraaf, 2011","True","True","True","True","False","True, namely:","SVO Slider measure from Murphy, Ackermann, & Handgraaf, 2011","True","True","False","True","None","","True","Not applicable","False","True","True","True","False","False","","True","True","Before"
"2023-04-14 03:13:59","2023-04-14 03:17:32","Survey Preview","","100","212","True","2023-04-14 03:17:33","R_2QriKlMRcTPEwO3","","","","","51.3911","6.1212","preview","EN","2","Replication","DEVELOPMENT OF PROSOCIAL, INDIVIDUALISTIC, AND COMPETITIVE ORIENTATIONS: THEORY AND PRELIMINARY EVIDENCE (Van Lange, Otten, De Bruin & Joireman, 1997, Study 3)","number of siblings question","number of siblings","False","2","6234","1 item measure","No","","","","Not Applicable","","False","True","True","True","Not applicable","Not Clearly Stated","","False","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","True","True","No modification","No modification","False","","False","","Before"
"2023-04-14 03:26:40","2023-04-14 03:35:11","Survey Preview","","100","510","True","2023-04-14 03:35:13","R_0f8hVbkRrv3R2mZ","","","","","51.3911","6.1212","preview","EN","2","Replication","A DISSOCIATION BETWEEN MORAL JUDGMENTS AND JUSTIFICATIONS (Hauser, Cushman, Young, Kang-Xing & Mikhail, et al., 2007, Scenarios 1+2)","two train moral dillemas from Hauser, Cushman, Young, Kang-Xing & Mikhail, et al., 2007, Scenarios 1+2","double effect","False","1","6842","1 item measure","Yes","","","","True","","True","True","True","True","True","True, namely:","two train moral dillemas from Hauser, Cushman, Young, Kang-Xing & Mikhail, et al., 2007, Scenarios 1+2","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","False","True","True","False","False","","True","False","Before"
"2023-04-14 03:35:32","2023-04-14 03:41:59","Survey Preview","","100","387","True","2023-04-14 03:42:01","R_3Djfi1Vjwiha11D","","","","","51.3911","6.1212","preview","EN","2","Replication","THE LOCAL-LADDER EFFECT AND SUBJECTIVE WELL-BEING (Anderson, Kraus, Galinsky & Keltner, 2012, Study 3)."," Satisfaction With Life Scale (SWLS; Diener, Emmons, Larsen, & Griffin, 1985)","Life satisfaction","False","1","6905","multiple item measure","No","Not Reported","","","True","Satisfaction With Life Scale (SWLS; Diener, Emmons, Larsen, & Griffin, 1985)","True","True","True","True","False","True, namely:"," Satisfaction With Life Scale (SWLS; Diener, Emmons, Larsen, & Griffin, 1985)","True","False","False","False","None","","False","False","False","True","None Reported","","","","","","",""
"2023-04-14 03:42:07","2023-04-14 03:44:30","Survey Preview","","100","142","True","2023-04-14 03:44:31","R_cUzuKJ08iesLUQ1","","","","","51.3911","6.1212","preview","EN","2","Replication","THE LOCAL-LADDER EFFECT AND SUBJECTIVE WELL-BEING (Anderson, Kraus, Galinsky & Keltner, 2012, Study 3).","Positive and Negative Affect Schedule (Watson, Clark, & Tellegen, 1988)","positive affect","True","2","6905","multiple item measure","No","Not Reported","","","False","Positive and Negative Affect Schedule (Watson, Clark, & Tellegen, 1988)","True","True","True","True","False","True, namely:","Positive and Negative Affect Schedule (Watson, Clark, & Tellegen, 1988)","True","False","False","False","None","","False","False","False","True","None Reported","","","","","","",""
"2023-04-14 03:44:53","2023-04-14 03:52:59","Survey Preview","","100","486","True","2023-04-14 03:53:01","R_24dWOvA1snmP6G7","","","","","51.3911","6.1212","preview","EN","2","Replication","THE “FALSE CONSENSUS EFFECT”: AN EGOCENTRIC BIAS IN SOCIAL PERCEPTION AND ATTRIBUTION PROCESSES (Ross, Greene & House, 1977, Study 1)","approval of signing imagined scenario question from  THE “FALSE CONSENSUS EFFECT”: AN EGOCENTRIC BIAS IN SOCIAL PERCEPTION AND ATTRIBUTION PROCESSES (Ross, Greene & House, 1977, Study 1, Supermarket Scenario)","consensus","False","1","7205","1 item measure","Yes","","","","Not Applicable","supermarket and traffic ticket story","False","True","True","True","True","True, namely:","supermarket and traffic ticket scenarios from Ross, Greene & House, 1977","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","True","None Reported","","","","","","",""
"2023-04-14 03:53:07","2023-04-14 03:56:09","Survey Preview","","100","182","True","2023-04-14 03:56:11","R_3EuIXd7dy1VmrUo","","","","","51.3911","6.1212","preview","EN","2","Replication","THE “FALSE CONSENSUS EFFECT”: AN EGOCENTRIC BIAS IN SOCIAL PERCEPTION AND ATTRIBUTION PROCESSES (Ross, Greene & House, 1977, Study 1)","choice after hypothethical story about either supermarket add or traffic ticket","participant's choice ","False","2","7205","1 item measure","Yes","","","","Not Applicable","","True","True","True","True","True","True, namely:","choice after hypothethical story about either supermarket add or traffic ticket from Ross, Greene & House, 1977","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","None Reported","","","","","","",""
"2023-04-15 07:30:13","2023-04-15 07:34:45","Survey Preview","","100","271","True","2023-04-15 07:34:46","R_1JJTOCYOygnirxz","","","","","51.3911","6.1212","preview","EN","2","Replication","HIGH IN THE HIERARCHY: HOW VERTICAL LOCATION AND JUDGMENTS OF LEADERS’ POWER ARE INTERRELATED (Giessner & Schubert, 2007, Study 1a)","set of power items from Giessner & Schubert, 2007, Study 1a","power rating","False","1","7890","multiple item measure","No","Not Reported","","","False","","True","True","True","True","True","True, namely:","set of power items from Giessner & Schubert, 2007, Study 1a","True","True","False","False","None","","True","True","Not applicable","True","True","No modification","No modification","True","False","No modification","No modification","Before"
"2023-04-15 07:39:54","2023-04-15 07:45:08","Survey Preview","","100","313","True","2023-04-15 07:45:09","R_eJ3zDWTKfg8ZrIl","","","","","51.3911","6.1212","preview","EN","2","Replication","THE FRAMING OF DECISIONS AND THE PSYCHOLOGY OF CHOICE (Tversky & Kahneman, 1981, Study 10)","two travel for discount question fromn Tversky and Kahneman (1981) ","framing effect","False","1","7228","1 item measure","Yes","","","","False","","True","True","True","False","True","True, namely:","two travel for discount question fromn Tversky and Kahneman (1981) ","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","True","False","","True","False","No modification","No modification","Before"
