"g","elm_01","elm_02","elm_03","elm_04","elm_05"
"SanDiegoStateUniversity",1,1,1,1,1
"SanDiegoStateUniversity",9,9,6,8,8
"SanDiegoStateUniversity",7,7,7,8,9
"TexasAandM",5,3,4,6,5
"TexasAandM",7,4,6,7,6
"TexasAandM",9,8,5,8,7
"TexasAandM",7,4,3,7,4
"TexasAandM",8,3,6,6,6
"TexasAandM",8,5,7,7,7
"TexasAandM",6,5,4,8,6
"TexasAandM",8,5,6,8,5
"TexasAandM",7,2,5,7,5
"TexasAandM",4,3,6,7,3
"TexasAandM",4,1,3,6,4
"TexasAandM",9,9,9,9,9
"TexasAandM",5,6,6,4,6
"TexasAandM",7,7,9,8,7
"TexasAandM",5,4,6,4,7
"TexasAandM",8,8,8,7,8
"TexasAandM",7,5,5,7,7
"TexasAandM",6,2,2,2,4
"TexasAandM",7,6,6,7,7
"TexasAandM",2,3,2,2,3
"TexasAandM",7,9,8,8,9
"TexasAandM",5,7,4,5,4
"TexasAandM",7,6,7,6,6
"TexasAandM",5,7,5,7,6
"TexasAandM",7,7,6,6,6
"TexasAandM",7,6,5,5,6
"TexasAandM",5,5,5,4,5
"TexasAandM",6,3,6,3,7
"TexasAandM",8,1,4,8,7
"TexasAandM",2,4,3,2,4
"TexasAandM",3,3,2,4,4
"TexasAandM",4,3,6,6,5
"TexasAandM",6,5,4,3,7
"TexasAandM",6,3,3,3,3
"TexasAandM",8,5,8,7,8
"TexasAandM",6,7,9,6,7
"TexasAandM",6,6,6,7,5
"TexasAandM",5,3,3,6,4
"TexasAandM",6,5,6,6,6
"TexasAandM",6,4,4,3,5
"TexasAandM",6,5,6,5,4
"TexasAandM",7,7,8,8,7
"TexasAandM",9,8,9,7,7
"TexasAandM",6,5,6,4,5
"TexasAandM",5,5,5,5,5
"TexasAandM",7,6,9,4,6
"TexasAandM",7,7,7,6,6
"TexasAandM",4,6,5,6,5
"TexasAandM",7,6,7,7,7
"TexasAandM",5,3,5,3,5
"TexasAandM",5,5,5,4,4
"TexasAandM",8,6,5,7,7
"TexasAandM",5,8,8,8,8
"TexasAandM",5,3,2,2,3
"TexasAandM",4,9,5,4,3
"TexasAandM",5,7,7,8,7
"TexasAandM",5,3,4,5,5
"TexasAandM",6,5,6,4,5
"TexasAandM",7,6,6,7,7
"TexasAandM",8,6,7,7,7
"TexasAandM",7,3,5,6,4
"TexasAandM",3,2,3,2,3
"TexasAandM",7,5,6,6,6
"TexasAandM",8,5,1,7,1
"TexasAandM",8,2,6,8,6
"TexasAandM",6,6,7,6,6
"TexasAandM",5,4,6,5,7
"TexasAandM",2,2,2,1,1
"TexasAandM",7,5,5,6,6
"TexasAandM",6,7,5,5,4
"TexasAandM",5,4,5,6,6
"TexasAandM",7,7,6,6,5
"TexasAandM",7,3,4,5,4
"TexasAandM",4,4,6,4,4
"TexasAandM",5,5,5,5,5
"TexasAandM",8,7,8,8,6
"TexasAandM",5,2,4,3,3
"TexasAandM",5,3,5,4,6
"TexasAandM",5,5,5,5,4
"TexasAandM",9,8,9,9,8
"TexasAandM",6,5,5,6,5
"TexasAandM",9,7,7,6,8
"TexasAandM",9,9,7,9,8
"TexasAandM",3,3,2,3,1
"TexasAandM",5,3,2,7,9
"TexasAandM",8,8,8,7,6
"TexasAandM",6,4,6,5,6
"TexasAandM",7,5,3,5,4
"TexasAandM",8,7,7,7,6
"TexasAandM",6,4,4,4,3
"TexasAandM",8,3,7,6,7
"TexasAandM",9,6,6,6,6
"TexasAandM",6,4,6,7,6
"TexasAandM",9,1,5,5,5
"TexasAandM",7,2,6,7,6
"TexasAandM",8,6,7,7,8
"TexasAandM",8,5,6,6,7
"TexasAandM",7,6,7,7,6
"TexasAandM",7,6,6,7,6
"TexasAandM",6,4,7,8,6
"TexasAandM",7,6,7,5,6
"TexasAandM",4,3,4,4,5
"TexasAandM",5,3,6,7,4
"TexasAandM",8,7,7,7,9
"TexasAandM",9,8,7,8,7
"TexasAandM",9,1,5,7,7
"TexasAandM",5,3,6,7,3
"TexasAandM",3,2,2,4,4
"TexasAandM",3,4,4,2,5
"TexasAandM",8,4,7,6,9
"TexasAandM",6,5,7,5,6
"TexasAandM",6,7,6,7,6
"TexasAandM",7,8,7,9,9
"TexasAandM",5,3,4,5,4
"TexasAandM",8,2,7,3,7
"TexasAandM",9,3,4,9,5
"TexasAandM",6,5,4,6,6
"TexasAandM",6,4,5,6,3
"TexasAandM",9,5,6,6,6
"TexasAandM",7,7,7,9,9
"TexasAandM",7,9,4,6,5
"TexasAandM",6,4,3,4,5
"TexasAandM",6,7,7,6,5
"TexasAandM",6,5,6,8,6
"TexasAandM",6,5,4,5,6
"TexasAandM",5,5,6,6,6
"TexasAandM",7,5,6,7,5
"TexasAandM",5,4,4,5,4
"TexasAandM",9,7,9,6,6
"TexasAandM",7,7,5,4,8
"TexasAandM",6,6,5,5,4
"TexasAandM",8,8,8,7,7
"TexasAandM",9,5,7,8,4
"TexasAandM",7,7,6,7,7
"TexasAandM",7,4,7,5,7
"TexasAandM",8,7,8,8,7
"TexasAandM",6,6,4,6,5
"TexasAandM",8,6,7,5,7
"TexasAandM",6,1,4,6,4
"TexasAandM",3,3,4,4,4
"TexasAandM",7,7,7,8,7
"TexasAandM",5,1,5,6,5
"TexasAandM",5,3,6,5,6
"TexasAandM",7,5,5,6,5
"TexasAandM",4,3,3,3,3
"TexasAandM",5,4,4,6,5
"TexasAandM",4,4,7,4,3
"TexasAandM",7,8,8,7,7
"TexasAandM",7,5,6,7,6
"TexasAandM",5,4,3,5,5
"TexasAandM",8,7,7,7,7
"TexasAandM",5,2,5,4,5
"TexasAandM",4,6,3,6,7
"TexasAandM",9,4,6,8,9
"TexasAandM",4,3,3,4,2
"TexasAandM",6,4,5,5,4
"TexasAandM",7,5,5,7,5
"TexasAandM",4,5,5,7,6
"TexasAandM",9,5,5,5,5
"TexasAandM",7,7,7,8,7
"TexasAandM",7,5,4,3,5
"TexasAandM",7,5,6,7,5
"TexasAandM",7,6,7,6,7
"TexasAandM",7,6,6,7,5
"TexasAandM",5,4,3,5,3
"TexasAandM",3,4,3,5,5
"TexasAandM",1,4,1,1,5
"TexasAandM",9,9,7,3,7
"TexasAandM",5,6,7,5,6
"TexasAandM",9,1,3,5,5
"TexasAandM",8,5,7,7,8
"TexasAandM",9,6,8,7,6
"TexasAandM",7,5,4,5,6
"TexasAandM",5,5,7,4,6
"TexasAandM",7,5,2,6,5
"TexasAandM",7,3,9,3,5
"TexasAandM",7,5,6,7,6
"UCDavis",5,6,7,7,6
"UCDavis",6,5,6,5,6
"UCDavis",7,5,4,5,5
"UCDavis",5,5,3,5,4
"UCDavis",8,5,6,6,6
"UCDavis",6,9,6,7,7
"UCDavis",9,9,5,5,5
"UCDavis",7,6,7,5,5
"UCDavis",8,6,6,5,6
"UCDavis",6,3,3,6,4
"UCDavis",8,6,5,8,6
"UCDavis",9,7,9,7,9
"UCDavis",6,6,6,7,6
"UCDavis",4,5,5,2,3
"UCDavis",7,5,6,7,7
"UCDavis",6,7,5,7,5
"UCDavis",6,5,6,5,5
"UCDavis",4,2,5,7,7
"UCDavis",7,5,6,5,5
"UCDavis",6,5,4,4,4
"UCDavis",5,5,4,6,5
"UCDavis",7,5,7,6,6
"UCDavis",7,4,5,8,5
"UCDavis",9,9,8,8,9
"UCDavis",6,3,5,4,3
"UCDavis",6,7,6,7,7
"UCDavis",5,3,4,4,4
"UCDavis",6,5,6,5,6
"UCDavis",5,2,2,3,2
"UCDavis",4,2,3,4,2
"UCDavis",7,8,6,5,7
"UCDavis",6,6,5,6,4
"UCDavis",8,6,6,5,5
"UCDavis",9,5,6,7,4
"UCDavis",6,4,3,4,4
"UCDavis",3,5,3,4,5
"UCDavis",6,6,8,9,6
"UCDavis",3,4,3,5,4
"UCDavis",8,7,7,8,8
"UCDavis",6,5,4,6,6
"UCDavis",2,1,1,1,2
"UCDavis",4,2,2,7,3
"UCDavis",6,5,5,5,5
"UCDavis",4,3,3,5,4
"UCDavis",8,5,5,5,5
"UCDavis",5,9,5,5,5
"UCDavis",5,6,5,6,5
"UCDavis",7,6,5,5,4
"UCDavis",6,4,4,4,4
"UCDavis",4,3,5,4,5
"UCDavis",5,3,4,4,5
"UCDavis",9,6,7,4,5
"UCDavis",6,2,5,4,4
"UCDavis",4,5,3,4,4
"UCDavis",3,3,3,3,3
"UCDavis",5,7,7,7,7
"UCDavis",7,4,4,5,4
"UCDavis",9,9,7,6,3
"UCDavis",4,2,1,2,1
"UCDavis",7,5,3,4,4
"UCDavis",4,3,3,4,4
"UCDavis",6,4,3,3,4
"UCDavis",7,7,6,7,7
"UCDavis",5,7,6,4,6
"UCDavis",9,8,9,8,7
"UCDavis",7,5,7,6,7
"UCDavis",9,5,9,9,7
"UCDavis",5,3,3,5,4
"UCDavis",6,4,2,3,4
"UCDavis",9,7,8,7,8
"UCDavis",9,8,8,8,8
"UCDavis",6,5,6,5,6
"UCDavis",9,9,7,4,4
"UCDavis",6,8,7,7,6
"UCDavis",7,5,6,5,5
"UCDavis",9,9,9,7,9
"UCDavis",6,5,4,7,7
"UCDavis",5,6,6,5,4
"UCDavis",3,2,3,3,4
"UCDavis",6,4,4,3,3
"UCDavis",9,6,6,6,6
"UCDavis",3,5,3,3,5
"UCDavis",6,5,5,5,6
"UCDavis",4,5,4,4,5
"UCDavis",6,3,4,3,5
"UCDavis",4,4,5,4,5
"UCDavis",7,5,6,5,6
"UCDavis",7,8,6,6,5
"UCDavis",6,5,6,4,5
"UCDavis",7,7,7,7,6
"UCDavis",7,7,9,7,6
"UCDavis",9,9,8,7,7
"UCDavis",5,2,1,4,2
"UCDavis",6,8,8,7,7
"UCDavis",8,8,7,8,8
"UCDavis",6,4,3,8,4
"UCDavis",4,7,7,6,5
"UCDavis",6,4,5,4,6
"UCDavis",6,3,4,5,5
"UCDavis",4,7,5,6,5
"UCDavis",7,5,6,6,5
"UCDavis",9,4,3,6,5
"UCDavis",7,4,4,6,3
"UCDavis",7,7,8,6,8
"UCDavis",8,4,5,6,4
"UCDavis",6,6,6,7,6
"UCDavis",9,4,4,6,4
"UCDavis",8,5,4,7,7
"UCDavis",9,1,4,8,5
"UCDavis",9,5,5,4,5
"UCDavis",8,8,7,4,5
"UCDavis",8,8,7,6,6
"UCDavis",5,6,4,3,6
"UCDavis",3,3,2,3,2
"UCDavis",7,6,7,6,7
"UCDavis",7,5,6,5,6
"UCDavis",5,6,5,5,5
"UCDavis",5,6,8,5,8
"UCDavis",7,5,4,3,5
"UCRiverside",1,3,1,2,1
"UCRiverside",7,6,7,7,8
"UCRiverside",6,7,6,5,6
"UCRiverside",7,5,4,5,4
"UCRiverside",5,5,6,6,4
"UCRiverside",7,8,7,8,7
"UCRiverside",7,7,6,7,6
"UCRiverside",7,5,3,3,2
"UCRiverside",6,3,6,2,4
"UCRiverside",5,7,5,7,7
"UCRiverside",7,3,4,5,5
"UCRiverside",7,7,7,6,6
"UCRiverside",8,8,8,7,7
"UCRiverside",5,5,4,5,6
"UCRiverside",7,7,4,7,6
"UCRiverside",9,9,5,7,6
"UCRiverside",6,6,6,5,5
"UCRiverside",5,4,4,3,5
"UCRiverside",7,5,6,7,5
"UCRiverside",9,5,9,7,7
"UCRiverside",6,9,5,7,6
"UCRiverside",9,9,9,6,9
"UCRiverside",7,5,7,3,5
"UCRiverside",5,7,7,6,6
"UCRiverside",6,7,5,7,5
"UCRiverside",6,6,4,4,4
"UCRiverside",7,6,5,5,5
"UCRiverside",8,6,6,5,7
"UCRiverside",6,6,7,7,7
"UCRiverside",9,5,9,7,9
"UCRiverside",5,5,5,5,5
"UCRiverside",7,5,7,8,6
"UCRiverside",7,7,4,7,6
"UCRiverside",8,8,8,6,6
"UCRiverside",6,5,4,4,5
"UCRiverside",6,6,7,5,6
"UCRiverside",6,4,7,4,5
"UCRiverside",3,3,3,4,3
"UCRiverside",2,1,1,5,2
"UCRiverside",5,4,4,4,5
"UCRiverside",6,4,6,6,5
"UCRiverside",3,3,3,7,3
"UCRiverside",8,5,7,9,7
"UCRiverside",3,3,1,4,3
"UCRiverside",6,6,3,5,7
"UCRiverside",8,7,9,7,8
"UCRiverside",5,4,4,5,5
"UCRiverside",7,7,8,9,7
"UCRiverside",2,7,5,6,6
"UCRiverside",7,5,4,4,5
"UCRiverside",4,4,4,3,4
"UCRiverside",7,7,4,7,8
"UCRiverside",8,8,8,7,7
"UCRiverside",7,7,6,8,7
"UCRiverside",9,9,6,7,6
"UCRiverside",1,3,1,6,3
"UCRiverside",3,5,4,5,5
"UCRiverside",8,7,9,8,9
"UCRiverside",9,9,9,9,9
"UCRiverside",6,6,6,4,4
"UCRiverside",5,3,3,6,2
"UCRiverside",1,2,1,3,3
"UCRiverside",5,3,3,8,6
"UCRiverside",5,1,3,1,3
"UCRiverside",5,6,6,5,6
"UCRiverside",7,8,9,7,6
"UCRiverside",8,5,8,6,7
"UCRiverside",5,4,6,5,7
"UCRiverside",3,1,1,1,1
"UCRiverside",6,5,5,6,4
"UCRiverside",6,7,7,7,7
"UCRiverside",7,4,1,1,1
"UCRiverside",8,8,5,5,6
"UCRiverside",6,3,6,4,4
"UCRiverside",7,3,6,2,3
"UCRiverside",8,8,6,6,8
"UCRiverside",9,7,5,5,5
"UCRiverside",9,9,9,9,9
"UCRiverside",7,6,7,6,7
"UCRiverside",9,8,8,9,9
"UCRiverside",4,3,5,3,5
"UCRiverside",5,6,7,8,7
"UCRiverside",5,5,4,3,4
"UCRiverside",6,6,5,6,7
"UCRiverside",9,8,9,8,8
"UCRiverside",5,3,4,1,1
"UCRiverside",6,5,5,4,4
"UCRiverside",3,3,3,3,4
"UCRiverside",4,3,1,1,2
"UCRiverside",9,9,9,9,9
"UCRiverside",4,3,5,5,5
"UCRiverside",9,7,9,8,9
"UCRiverside",7,5,5,7,5
"UCRiverside",3,1,3,5,3
"UCRiverside",6,5,6,6,4
"UCRiverside",5,5,8,9,5
"UCRiverside",6,2,5,7,6
"UCRiverside",5,4,3,6,3
"UCRiverside",7,7,8,6,7
"UCRiverside",5,2,1,4,3
"UCRiverside",7,7,8,8,9
"UCRiverside",8,6,6,6,7
"UCRiverside",8,8,8,7,8
"UCRiverside",5,3,2,4,5
"UCRiverside",6,4,6,7,6
"UCRiverside",4,3,3,4,4
"UCRiverside",5,4,5,3,5
"UCRiverside",9,8,8,9,8
"UCRiverside",7,8,3,4,6
"UCRiverside",4,5,5,4,4
"UCRiverside",6,7,7,9,9
"UCRiverside",4,3,3,4,3
"UCRiverside",7,4,3,3,5
"UCRiverside",5,6,7,4,5
"UCRiverside",7,7,8,8,6
"UCRiverside",6,5,6,7,5
"UCRiverside",8,6,3,4,6
"UCRiverside",8,8,8,7,8
"UCRiverside",9,9,9,7,8
"UCRiverside",5,5,6,5,6
"UCRiverside",7,6,5,5,5
"UCRiverside",8,7,8,8,9
"UCRiverside",5,4,2,7,5
"UCRiverside",7,2,3,6,5
"UCRiverside",7,4,5,4,5
"UCRiverside",6,6,6,6,5
"UCRiverside",7,6,5,7,7
"UCRiverside",5,4,4,6,4
"UCRiverside",6,5,3,5,5
"UCRiverside",7,6,8,7,6
"UCRiverside",6,6,6,4,6
"UCRiverside",6,5,5,6,5
"UCRiverside",8,8,8,9,7
"UCRiverside",8,5,2,6,5
"UCRiverside",6,6,6,7,7
"UCRiverside",7,3,4,4,5
"UCRiverside",7,5,6,6,7
"UCRiverside",5,5,6,4,3
"UCRiverside",5,6,5,5,6
"UCRiverside",7,3,3,2,3
"UCRiverside",7,5,5,2,5
"UCRiverside",4,5,3,3,2
"UCRiverside",7,6,7,8,7
"UCRiverside",5,5,4,6,5
"UCRiverside",8,6,7,6,6
"UCRiverside",6,5,5,7,6
"UCRiverside",8,9,7,7,6
"UCRiverside",6,4,4,5,5
"UCRiverside",6,6,6,5,6
"UCRiverside",7,7,7,6,7
"UCRiverside",3,4,3,5,4
"UCRiverside",4,4,6,6,5
"UCRiverside",8,9,6,7,5
"UCRiverside",6,6,3,5,5
"UCRiverside",6,5,4,6,5
"UCRiverside",4,5,5,2,3
"UCRiverside",1,3,4,4,5
"UCRiverside",5,1,1,4,4
"UCRiverside",8,7,7,7,6
"UCRiverside",7,5,7,6,6
"UCRiverside",7,5,5,6,5
"UCRiverside",7,6,6,7,6
"UCRiverside",7,7,8,6,7
"UCRiverside",7,7,7,8,7
"UCRiverside",4,3,3,4,4
"UCRiverside",3,3,3,7,2
"UCRiverside",2,2,2,2,2
"UCRiverside",9,7,9,6,9
"UCRiverside",7,6,7,7,6
"UCRiverside",7,5,6,8,6
"UCRiverside",8,5,7,5,6
"UCRiverside",7,8,7,6,7
"UCRiverside",8,7,7,8,6
"UCRiverside",7,5,5,3,4
"UCRiverside",6,6,7,7,8
"UCRiverside",7,5,7,7,7
"UCRiverside",6,5,5,5,5
"UCRiverside",4,4,5,5,5
"UCRiverside",4,5,4,3,3
"UCRiverside",4,5,3,4,4
"UCRiverside",4,5,5,5,5
"UCRiverside",9,1,7,4,5
"UCRiverside",9,6,9,9,5
"UCRiverside",5,3,4,5,3
"UCRiverside",5,5,5,5,5
"UCRiverside",7,6,3,7,5
"UCRiverside",9,1,1,1,1
"UCRiverside",6,6,5,7,6
"UCRiverside",6,1,3,3,2
"UCRiverside",5,4,3,3,3
"UCRiverside",3,2,6,6,5
"UCRiverside",5,8,4,7,6
"UCRiverside",6,7,8,6,8
"UCRiverside",6,4,5,5,4
"UCRiverside",7,5,7,6,6
"UCRiverside",6,8,6,6,5
"UCRiverside",5,5,4,5,5
"UCRiverside",6,6,6,6,6
"UCRiverside",5,2,1,3,1
"UCRiverside",9,9,7,7,8
"UCRiverside",7,3,2,7,5
"UCRiverside",8,3,6,4,6
"UCRiverside",4,3,2,4,4
"UCRiverside",6,3,1,3,4
"UCRiverside",7,5,6,7,6
"UCRiverside",3,2,4,2,2
"UCRiverside",3,2,1,3,3
"UCRiverside",9,6,7,6,7
"UCRiverside",6,5,5,6,4
"UCRiverside",7,5,5,5,5
"UCRiverside",8,6,9,5,7
"UCRiverside",8,7,5,7,7
"UCRiverside",6,6,7,4,7
"UCRiverside",6,5,6,7,8
"UCRiverside",7,7,7,3,6
"UCRiverside",9,7,9,7,8
"UCRiverside",8,9,7,9,6
"UCRiverside",7,4,6,6,7
"UCRiverside",7,7,6,6,6
"UCRiverside",7,5,1,6,7
"UCRiverside",7,7,6,6,6
"UCRiverside",1,4,4,4,4
"UCRiverside",6,6,6,6,6
"UCRiverside",7,4,3,6,6
"UCRiverside",8,8,8,7,7
"UCRiverside",7,6,7,5,4
"UCRiverside",6,6,6,6,6
"UCRiverside",8,7,9,7,8
"UCRiverside",6,6,6,7,6
"UCRiverside",8,8,8,8,8
"UCRiverside",3,2,3,5,5
"UCRiverside",4,3,3,3,3
"UCRiverside",8,7,8,7,8
"UCRiverside",4,3,2,4,4
"UCRiverside",2,2,2,4,2
"UniversityOfFlorida",4,4,3,3,3
"UniversityOfFlorida",3,1,1,3,2
"UniversityOfFlorida",8,7,6,6,5
"UniversityOfFlorida",6,5,5,6,6
"UniversityOfFlorida",7,6,6,6,5
"UniversityOfFlorida",9,9,8,8,7
"UniversityOfFlorida",7,5,8,7,7
"UniversityOfFlorida",4,5,3,5,4
"UniversityOfFlorida",6,4,5,4,5
"UniversityOfFlorida",7,4,5,6,5
"UniversityOfFlorida",7,4,4,4,5
"UniversityOfFlorida",8,7,7,6,7
"UniversityOfFlorida",5,4,3,3,3
"UniversityOfFlorida",7,5,5,5,5
"UniversityOfFlorida",5,6,7,6,5
"UniversityOfFlorida",7,6,8,7,7
"UniversityOfFlorida",8,7,9,7,5
"UniversityOfFlorida",9,7,6,8,8
"UniversityOfFlorida",7,6,7,8,7
"UniversityOfFlorida",6,6,3,5,4
"UniversityOfFlorida",8,7,8,7,6
"UniversityOfFlorida",7,7,6,7,8
"UniversityOfFlorida",7,3,6,6,7
"UniversityOfFlorida",7,4,6,7,6
"UniversityOfFlorida",5,6,4,6,6
"UniversityOfFlorida",6,3,2,5,3
"UniversityOfFlorida",8,8,8,7,7
"UniversityOfFlorida",7,6,3,7,7
"UniversityOfFlorida",5,3,4,4,6
"UniversityOfFlorida",8,7,8,6,7
"UniversityOfFlorida",5,5,6,6,6
"UniversityOfFlorida",6,4,6,7,7
"UniversityOfFlorida",7,7,7,7,8
"UniversityOfFlorida",6,6,6,7,6
"UniversityOfFlorida",7,6,7,8,9
"UniversityOfFlorida",8,2,7,8,9
"UniversityOfFlorida",7,6,7,7,5
"UniversityOfFlorida",6,3,5,6,2
"UniversityOfFlorida",5,5,5,5,6
"UniversityOfFlorida",9,7,9,9,8
"UniversityOfFlorida",6,2,5,3,5
"UniversityOfFlorida",6,5,6,6,5
"UniversityOfFlorida",4,2,3,3,4
"UniversityOfFlorida",6,3,5,6,7
"UniversityOfFlorida",8,5,5,5,6
"UniversityOfFlorida",6,6,7,6,7
"UniversityOfFlorida",9,9,6,3,4
"UniversityOfFlorida",7,9,8,7,7
"UniversityOfFlorida",4,5,4,5,6
"UniversityOfFlorida",9,9,8,9,9
"UniversityOfFlorida",7,5,7,6,7
"UniversityOfFlorida",7,5,5,4,4
"UniversityOfFlorida",6,5,3,3,2
"UniversityOfFlorida",1,4,3,3,2
"UniversityOfFlorida",4,3,1,2,3
"UniversityOfFlorida",4,5,4,2,3
"UniversityOfFlorida",7,7,7,8,5
"UniversityOfFlorida",4,2,3,4,1
"UniversityOfFlorida",7,6,7,8,9
"UniversityOfFlorida",3,2,3,5,5
"UniversityOfFlorida",4,4,3,4,4
"UniversityOfFlorida",5,6,7,6,7
"UniversityOfFlorida",4,4,3,3,3
"UniversityOfFlorida",4,1,1,1,1
"UniversityOfFlorida",7,8,7,8,8
"UniversityOfFlorida",5,4,5,4,6
"UniversityOfFlorida",9,8,1,5,5
"UniversityOfFlorida",9,9,9,9,9
"UniversityOfFlorida",6,7,7,5,5
"UniversityOfFlorida",6,4,5,4,4
"UniversityOfFlorida",7,5,6,6,6
"UniversityOfFlorida",7,6,6,7,7
"UniversityOfFlorida",6,5,6,7,6
"UniversityOfFlorida",4,4,4,4,4
"UniversityOfFlorida",8,6,7,8,7
"UniversityOfFlorida",8,6,7,8,7
"UniversityOfFlorida",7,7,7,7,7
"UniversityOfFlorida",5,7,6,7,5
"UniversityOfFlorida",4,2,1,2,3
"UniversityOfFlorida",6,5,6,4,5
"UniversityOfFlorida",9,9,5,5,9
"UniversityOfFlorida",7,4,6,7,8
"UniversityOfFlorida",7,7,7,6,7
"UniversityOfFlorida",8,5,5,6,5
"UniversityOfFlorida",6,7,7,7,8
"UniversityOfFlorida",6,6,5,5,4
"UniversityOfFlorida",7,6,6,7,6
"UniversityOfFlorida",3,2,3,4,3
"UniversityOfFlorida",5,5,6,7,6
"UniversityOfFlorida",3,3,4,4,4
"UniversityOfFlorida",7,6,7,5,5
"UniversityOfFlorida",9,7,9,9,9
"UniversityOfFlorida",7,9,9,9,9
"UniversityOfFlorida",7,7,7,7,8
"UniversityOfFlorida",6,7,6,6,6
"UniversityOfFlorida",4,3,3,3,1
"UniversityOfFlorida",7,8,7,8,8
"UniversityOfFlorida",7,5,4,4,3
"UniversityOfFlorida",6,6,5,5,5
"UniversityOfFlorida",6,4,5,2,4
"UniversityOfFlorida",7,6,6,5,5
"UniversityOfFlorida",4,5,4,5,4
"UniversityOfFlorida",9,7,6,7,7
"UniversityOfFlorida",5,4,4,4,5
"UniversityOfFlorida",7,7,7,6,6
"UniversityOfFlorida",7,6,6,6,6
"UniversityOfFlorida",3,2,1,5,5
"UniversityOfFlorida",6,4,3,6,5
"UniversityOfFlorida",8,9,9,7,7
"UniversityOfFlorida",7,4,6,4,5
"UniversityOfFlorida",7,5,5,5,6
"UniversityOfFlorida",5,3,6,5,7
"UniversityOfFlorida",4,4,5,7,2
"UniversityOfFlorida",5,4,3,2,4
"UniversityOfFlorida",6,6,6,6,5
"UniversityOfFlorida",7,4,7,6,7
"UniversityOfFlorida",8,5,6,7,8
"UniversityOfFlorida",7,3,7,7,5
"UniversityOfFlorida",5,4,5,4,4
"UniversityOfFlorida",4,5,2,2,3
"UniversityOfFlorida",6,4,5,6,6
"UniversityOfFlorida",6,6,5,9,7
"UniversityOfFlorida",6,5,6,7,7
"UniversityOfFlorida",6,5,5,4,4
"UniversityOfFlorida",5,5,6,6,6
"UniversityOfFlorida",7,5,6,6,6
"UniversityOfFlorida",9,9,7,6,7
"UniversityOfFlorida",8,6,7,6,7
"UniversityOfFlorida",2,2,2,4,2
"UniversityOfFlorida",6,3,5,5,6
"UniversityOfFlorida",9,5,3,4,4
"UniversityOfFlorida",7,5,7,6,8
"UniversityOfFlorida",6,4,6,6,6
"UniversityOfFlorida",6,3,6,5,6
"UniversityOfFlorida",5,5,5,6,5
"UniversityOfFlorida",6,7,7,7,6
"UniversityOfFlorida",3,1,4,4,3
"UniversityOfSouthernMississippi",5,3,4,3,3
"UniversityOfSouthernMississippi",9,7,8,7,9
"UniversityOfSouthernMississippi",5,7,6,6,7
"UniversityOfSouthernMississippi",7,7,6,6,6
"UniversityOfSouthernMississippi",7,7,6,5,6
"UniversityOfSouthernMississippi",6,6,8,6,7
"UniversityOfSouthernMississippi",9,5,4,4,4
"UniversityOfSouthernMississippi",6,5,4,8,7
"UniversityOfSouthernMississippi",6,5,6,4,7
"UniversityOfSouthernMississippi",7,8,5,7,5
"UniversityOfSouthernMississippi",8,7,7,7,7
"UniversityOfSouthernMississippi",7,5,7,6,5
"UniversityOfSouthernMississippi",9,9,9,9,9
"UniversityOfSouthernMississippi",3,3,5,7,6
"UniversityOfSouthernMississippi",7,6,7,8,6
"UniversityOfSouthernMississippi",5,1,5,3,4
"UniversityOfSouthernMississippi",8,4,8,3,9
"UniversityOfSouthernMississippi",7,6,7,5,5
"UniversityOfSouthernMississippi",5,4,7,6,7
"UniversityOfSouthernMississippi",7,5,5,7,8
"UniversityOfSouthernMississippi",7,4,4,5,3
"UniversityOfSouthernMississippi",6,9,4,4,6
"UniversityOfSouthernMississippi",6,5,4,6,7
"UniversityOfSouthernMississippi",8,7,7,9,8
"UniversityOfSouthernMississippi",5,4,3,5,4
"UniversityOfSouthernMississippi",8,5,5,5,6
"UniversityOfSouthernMississippi",4,5,3,2,3
"UniversityOfSouthernMississippi",5,5,6,3,4
"UniversityOfSouthernMississippi",4,4,3,4,4
"UniversityOfSouthernMississippi",7,4,5,6,6
"UniversityOfSouthernMississippi",6,5,4,5,6
"UniversityOfSouthernMississippi",4,5,4,4,6
"UniversityOfSouthernMississippi",7,7,7,7,8
"UniversityOfSouthernMississippi",7,7,5,6,7
"UniversityOfSouthernMississippi",7,5,6,7,7
"UniversityOfSouthernMississippi",7,7,7,8,6
"UniversityOfSouthernMississippi",7,3,5,5,3
"UniversityOfSouthernMississippi",5,5,5,7,7
"UniversityOfSouthernMississippi",3,2,2,2,4
"UniversityOfSouthernMississippi",4,6,7,7,4
"UniversityOfSouthernMississippi",8,9,8,9,7
"UniversityOfSouthernMississippi",1,1,5,1,1
"UniversityOfSouthernMississippi",9,9,9,9,9
"UniversityOfSouthernMississippi",6,2,4,2,1
"UniversityOfSouthernMississippi",6,6,6,8,6
"UniversityOfSouthernMississippi",7,9,9,7,6
"UniversityOfSouthernMississippi",9,9,9,9,9
"UniversityOfSouthernMississippi",9,9,1,1,1
"UniversityOfSouthernMississippi",9,6,5,8,8
"UniversityOfSouthernMississippi",5,4,8,7,6
"UniversityOfSouthernMississippi",5,4,5,5,7
"UniversityOfSouthernMississippi",5,4,3,6,6
"UniversityOfSouthernMississippi",5,5,6,8,4
"UniversityOfSouthernMississippi",7,6,7,7,8
"UniversityOfSouthernMississippi",5,6,6,6,7
