"g","geis.dv_1","geis.dv_2","geis.dv_3","geis.dv_4","geis.dv_5"
"vcu",3,2,4,3,5
"simmons",6,5,7,5,7
"armstrong",4,4,5,5,4
"loyola",6,6,4,4,7
"loyola",5,4,6,6,6
"yale",4,4,4,4,4
"yale",4,4,5,4,3
"yale",4,4,5,6,6
"yale",5,3,6,6,7
"simmons",6,6,6,6,5
"loyola",5,4,4,3,3
"loyola",6,5,6,4,5
"yale",5,5,5,5,5
"mcdanielonline",4,4,4,4,6
"loyola",5,5,5,3,3
"yale",5,6,5,6,5
"loyola",4,4,5,5,5
"yale",4,4,4,4,4
"yale",5,4,5,5,5
"armstrong",7,7,7,7,7
"armstrong",4,6,4,5,5
"tamucc",2,6,6,6,6
"tamucc",5,6,6,7,7
"tamucc",4,2,2,4,3
"tamucc",4,4,5,4,5
"yale",5,4,6,5,5
"yale",5,6,5,6,6
"loyola",3,2,3,3,4
"loyola",7,7,7,7,7
"armstrong",5,5,5,3,2
"armstrong",4,5,5,5,5
"vcu",1,7,7,7,7
"loyola",7,5,6,7,7
"yale",5,4,5,4,6
"loyola",6,7,6,6,6
"yale",3,3,4,4,4
"yale",5,5,4,5,5
"yale",3,3,3,2,2
"yale",5,5,5,6,7
"yale",4,5,5,5,4
"mcdanielonline",6,6,6,7,7
"yale",4,4,6,6,5
"yale",4,4,4,4,4
"yale",5,6,6,6,6
"yale",5,4,5,5,4
"mcdanielonline",4,4,4,4,5
"yale",4,4,4,2,2
"yale",5,4,4,5,7
"mcdanielonline",4,6,4,4,6
"mcdanielonline",4,7,7,5,6
"yale",3,5,2,3,5
"mcdanielonline",4,4,4,4,4
"mcdanielonline",4,4,4,4,4
"yale",5,5,5,5,5
"yale",4,5,6,6,6
"yale",4,4,4,4,4
"mcdanielonline",5,5,3,4,2
"yale",4,4,5,4,4
"yale",4,3,5,4,5
"yale",3,4,3,4,4
"yale",2,4,5,5,4
"loyola",6,6,6,5,4
"loyola",4,4,4,5,7
"yale",4,4,4,4,4
"yale",4,4,4,4,4
"yale",5,5,5,4,4
"yale",4,4,5,4,6
"yale",6,6,5,5,6
"yale",3,6,6,3,2
"tamucc",3,4,3,4,4
"simmons",4,5,6,5,5
"tamucc",5,5,5,5,5
"tamucc",4,4,4,5,4
"simmons",2,2,2,2,2
"tamucc",4,3,6,5,6
"simmons",3,3,2,2,2
"yale",6,6,6,6,6
"tamucc",5,7,7,7,7
"yale",1,2,1,1,1
"yale",4,4,4,6,6
"yale",7,5,5,6,7
"armstrong",6,6,6,6,6
"armstrong",6,6,5,5,7
"armstrong",5,4,6,5,4
"yale",5,5,4,6,6
"yale",5,6,6,5,5
"yale",5,5,5,6,6
"yale",2,2,2,4,5
"yale",5,6,6,5,3
"simmons",5,4,5,4,6
"simmons",7,2,2,6,7
"tamucc",4,4,4,4,4
"simmons",6,6,6,6,6
"simmons",2,4,2,5,3
"simmons",4,4,6,2,2
"simmons",7,7,7,7,7
"vcu",5,5,6,7,7
"yale",6,4,5,6,5
"loyola",4,6,5,5,5
"loyola",5,4,5,3,4
"loyola",6,7,7,7,7
"armstrong",4,5,3,5,4
"mcdanielonline",5,5,5,4,5
"tamucc",4,5,6,6,7
"tamucc",4,4,4,4,4
"yale",5,3,3,3,3
"loyola",4,3,5,2,3
"vcu",6,4,5,5,5
"vcu",5,5,5,5,5
"vcu",3,3,5,3,3
"yale",5,6,6,5,6
"mcdanielonline",3,5,5,5,5
"tamucc",6,6,5,6,6
"tamucc",4,4,5,4,5
"tamucc",5,5,3,7,6
"tamucc",4,5,4,5,4
"yale",6,5,6,5,5
"tamucc",4,5,5,4,6
"tamucc",5,5,5,3,4
"tamucc",7,4,4,4,4
"simmons",6,6,6,6,6
"tamucc",5,6,6,5,7
"umich",4,4,4,4,4
"yale",6,6,6,5,6
"loyola",4,5,4,5,4
"loyola",6,6,6,7,7
"vcu",5,6,6,5,5
"vcu",7,4,4,7,7
"vcu",4,7,7,4,4
"tamucc",2,1,1,1,1
"tamucc",4,5,5,6,6
"tamucc",4,4,5,4,4
"armstrong",5,5,5,4,6
"loyola",4,4,4,4,4
"loyola",6,7,6,7,7
"vcu",4,5,5,6,4
"vcu",5,4,5,6,3
"loyola",5,6,6,6,6
"mcdanielonline",3,3,4,3,4
"vcu",4,4,5,4,5
"simmons",2,2,1,1,1
"simmons",4,4,4,4,4
"loyola",5,5,6,6,6
"vcu",2,3,6,7,7
"vcu",4,4,4,6,6
"vcu",4,5,5,5,6
"mcdanielonline",4,4,5,5,5
"mcdanielonline",7,7,7,4,4
"mcdanielonline",5,4,6,4,6
"armstrong",4,4,4,6,6
"tamucc",6,6,5,6,6
"tamucc",6,5,6,6,6
"armstrong",4,5,5,5,5
"yale",4,5,6,6,6
"loyola",7,4,6,4,3
"loyola",6,5,5,6,4
"umich",6,6,5,6,7
"umich",1,1,1,1,1
"umich",4,6,6,4,5
"umich",6,4,4,5,6
"umich",3,4,4,6,6
"umich",6,6,6,6,7
"umich",5,6,6,5,6
"umich",4,5,5,5,3
"umich",3,3,4,4,5
"umich",4,4,4,4,4
"umich",3,4,4,5,5
"umich",4,4,4,4,4
"umich",4,6,6,6,6
"umich",6,6,6,6,6
"vcu",5,5,7,6,6
"vcu",6,6,6,5,5
"vcu",5,3,3,6,6
"yale",4,3,5,5,4
"yale",5,6,6,6,6
"yale",1,4,4,4,4
"yale",4,4,4,4,4
"yale",6,6,6,6,6
"mcdanielonline",5,6,5,4,3
"yale",4,4,4,5,5
"yale",4,5,5,5,6
"yale",3,4,2,4,4
"yale",3,5,5,6,6
"yale",5,5,5,4,4
"yale",4,4,4,4,4
"yale",5,5,5,5,5
"simmons",6,6,6,6,6
"mcdanielonline",4,4,4,4,4
"tamucc",4,4,6,6,6
"tamucc",4,5,4,5,5
"tamucc",6,4,4,5,6
"tamucc",4,4,4,4,4
"tamucc",5,2,5,2,4
"mcdanielonline",5,5,5,5,5
"simmons",3,6,6,6,5
"yale",4,4,4,4,4
"mcdanielonline",6,4,2,6,5
"vcu",6,7,7,6,7
"vcu",4,4,4,4,4
"yale",4,5,6,5,6
"vcu",6,6,6,4,5
"vcu",4,4,4,4,4
"vcu",4,4,4,4,4
"tamucc",5,6,5,6,6
"loyola",4,4,4,4,4
"loyola",4,6,6,6,6
"tamucc",4,4,4,4,4
"simmons",6,7,7,6,5
"simmons",5,4,5,5,6
"simmons",4,4,5,6,6
"armstrong",7,7,7,7,7
"yale",5,4,6,4,3
"simmons",6,6,6,6,6
"yale",4,5,6,6,6
"yale",2,5,5,6,6
"yale",4,4,4,4,4
"tamucc",5,6,6,4,5
"tamucc",6,6,6,6,6
"tamucc",3,4,5,3,6
"tamucc",7,7,7,7,7
"yale",7,7,7,7,7
"yale",5,5,6,3,2
"yale",5,5,5,5,5
"mcdanielonline",5,4,6,6,6
"simmons",5,5,5,5,5
"simmons",6,5,6,5,6
"loyola",5,6,6,7,7
"yale",5,5,5,6,6
"yale",4,5,6,5,6
"yale",5,5,5,5,6
"yale",6,6,6,6,6
"loyola",4,5,7,5,6
"yale",5,6,6,5,7
"yale",5,6,5,4,6
"yale",3,3,3,3,3
"yale",4,5,4,5,5
"simmons",4,5,5,6,5
"yale",6,4,5,6,6
"yale",6,6,6,6,6
"yale",4,5,5,6,6
"loyola",6,4,4,5,6
"armstrong",4,5,4,5,6
"simmons",6,4,4,6,6
"yale",4,4,4,5,4
"tamucc",5,5,5,5,5
"simmons",3,5,2,6,6
"simmons",5,5,5,5,6
"tamucc",5,5,6,6,6
"tamucc",3,3,3,3,3
"simmons",6,6,5,4,4
"simmons",4,4,4,4,4
"tamucc",6,6,7,6,6
"simmons",4,3,5,5,4
"simmons",6,6,5,7,7
"loyola",5,5,4,4,3
"yale",5,6,6,5,6
"yale",6,6,6,6,6
"simmons",5,5,4,5,4
"simmons",5,6,6,4,4
"simmons",6,7,7,6,5
"yale",3,4,2,2,3
"simmons",4,5,4,4,5
"yale",5,5,3,4,6
"mcdanielonline",5,6,6,4,4
"loyola",1,4,4,4,2
"mcdanielonline",4,4,4,4,4
"simmons",4,4,4,4,4
"loyola",3,6,5,3,4
"yale",5,5,5,3,3
"yale",5,4,3,3,3
"yale",3,5,4,4,4
"yale",6,6,6,6,6
"yale",4,4,4,4,4
"yale",4,4,4,4,4
"yale",6,6,6,7,7
"yale",4,4,4,4,3
"yale",3,3,3,3,3
"yale",4,4,5,5,5
"yale",5,5,6,5,5
"yale",6,5,7,7,6
"yale",5,5,6,6,7
"yale",5,5,5,5,5
"yale",5,4,4,6,6
"yale",3,3,3,3,3
"yale",4,5,5,5,5
"yale",6,4,5,6,7
"yale",4,5,5,5,5
"loyola",6,7,7,7,7
"loyola",4,5,4,4,5
"yale",5,4,4,5,5
"yale",7,6,7,7,6
"yale",6,5,4,4,5
"mcdanielonline",6,6,6,6,6
"mcdanielonline",5,5,5,5,5
"mcdanielonline",6,7,7,6,7
"loyola",5,6,6,5,5
"loyola",6,5,7,6,7
"mcdanielonline",4,4,5,4,5
"yale",5,4,5,3,4
"mcdanielonline",3,3,3,3,3
"loyola",4,4,6,7,6
"yale",6,6,6,6,6
"mcdanielonline",2,2,2,2,2
"mcdanielonline",4,5,6,4,5
"loyola",3,3,5,5,3
"yale",4,4,5,5,5
"mcdanielonline",7,7,7,7,7
"loyola",6,4,4,6,5
"yale",4,4,4,5,6
"mcdanielonline",5,5,5,5,5
"yale",6,5,5,6,6
"mcdanielonline",4,4,4,4,4
"yale",5,5,5,3,3
"yale",4,4,4,4,4
"yale",3,4,4,5,5
"yale",4,5,4,5,4
"yale",7,6,6,6,5
"yale",6,5,6,6,7
"yale",4,5,5,5,6
"yale",6,6,6,6,7
"yale",4,4,4,4,4
"yale",4,4,4,4,4
"yale",6,5,6,5,6
"yale",5,4,5,4,3
"yale",5,5,4,6,6
"yale",4,4,5,6,6
"yale",5,5,6,6,6
"yale",6,4,6,7,7
"yale",3,6,6,6,7
"yale",2,5,3,5,6
"mturk",5,6,5,3,4
"mturk",5,6,7,5,6
"mturk",2,2,6,5,5
"mturk",4,4,5,5,7
"mturk",3,4,5,4,4
"mturk",6,6,6,6,7
"mturk",7,6,7,5,6
"mturk",7,6,7,7,7
"mturk",5,5,5,6,6
"mturk",3,3,3,3,3
"mturk",2,6,5,5,5
"mturk",5,5,5,5,5
"mturk",6,6,6,6,7
"mturk",4,5,5,4,5
"mturk",7,7,7,7,7
"mturk",5,5,6,6,5
"mturk",2,2,6,5,5
"mturk",5,5,5,5,4
"mturk",6,7,7,7,7
"mturk",6,7,7,7,7
"mturk",4,5,5,2,2
"mturk",4,5,5,6,5
"mturk",5,6,6,6,6
"mturk",7,7,7,7,7
"mturk",5,5,5,5,5
"mturk",3,4,4,5,4
"mturk",4,6,7,7,7
"mturk",4,4,4,5,5
"mturk",5,6,6,3,4
"mturk",4,4,6,6,6
"mturk",4,4,4,3,4
"mturk",6,7,7,7,7
"mturk",4,4,4,4,4
"mturk",5,5,5,6,6
"mturk",5,5,5,6,6
"mturk",6,6,6,6,6
"mturk",5,5,6,6,6
"mturk",3,4,5,5,5
"mturk",3,4,5,5,3
"mturk",6,5,6,5,7
"mturk",6,6,6,6,6
"mturk",5,5,6,6,6
"mturk",3,5,4,3,2
"mturk",3,4,4,3,3
"mturk",5,5,6,6,7
"mturk",5,6,6,5,5
"mturk",5,5,5,5,5
"mturk",2,6,6,2,5
"mturk",4,4,4,4,4
"mturk",6,6,6,6,6
"mturk",4,6,7,6,6
"mturk",4,5,5,4,3
"mturk",5,6,6,6,5
"mturk",4,5,6,5,6
"mturk",6,6,6,5,6
"mturk",4,4,4,4,4
"mturk",5,6,6,5,6
"mturk",4,4,4,4,4
"mturk",4,4,5,4,4
"mturk",4,5,5,6,6
"mturk",5,5,5,5,5
"mturk",4,5,5,4,4
"mturk",5,5,5,5,5
"mturk",5,6,6,6,7
"mturk",4,4,4,4,4
"mturk",4,4,4,5,5
"mturk",5,6,5,6,7
"mturk",4,4,4,3,5
"mturk",5,5,6,6,5
"mturk",6,6,6,5,6
"mturk",5,6,7,5,6
"mturk",5,6,6,6,7
"mturk",4,4,4,4,6
"mturk",5,5,6,6,6
"mturk",5,6,6,4,5
"mturk",3,5,5,6,6
"mturk",4,5,5,6,6
"mturk",5,5,6,6,5
"mturk",7,7,7,7,7
"mturk",5,6,6,5,6
"mturk",5,3,5,4,6
"mturk",6,6,6,6,6
"mturk",4,4,5,4,5
"mturk",5,5,6,5,7
"mturk",3,6,6,5,5
"mturk",4,4,4,4,5
"mturk",6,5,6,6,6
"mturk",4,5,6,5,5
"mturk",4,3,4,5,4
"mturk",4,4,4,4,4
"mturk",5,6,6,4,5
"mturk",7,6,7,7,7
"mturk",6,5,5,6,6
"mturk",5,6,5,5,5
"mturk",4,4,4,4,4
"mturk",4,4,4,5,6
"mturk",7,5,6,6,7
"mturk",4,5,5,4,5
"mturk",5,6,4,5,6
"mturk",6,6,6,7,7
"mturk",5,4,4,5,4
"mturk",5,5,5,6,6
"mturk",4,6,6,5,5
"mturk",7,7,7,7,7
"mturk",6,4,6,5,5
"mturk",6,5,6,7,6
"mturk",5,5,5,6,7
"mturk",4,5,6,6,6
"mturk",6,6,6,6,7
"mturk",4,4,4,7,7
"mturk",5,5,5,4,4
"mturk",6,2,7,5,7
"mturk",3,4,5,4,4
"mturk",4,5,5,4,4
"mturk",4,5,6,4,6
"mturk",6,7,7,7,7
"mturk",4,6,5,5,4
"mturk",4,4,5,5,5
"mturk",4,4,5,4,3
"mturk",6,6,6,6,6
"mturk",4,6,6,6,6
"mturk",6,6,6,7,6
"mturk",7,7,7,7,7
"mturk",6,6,6,6,6
"mturk",4,5,6,5,5
"mturk",5,5,6,4,4
"mturk",4,4,4,4,4
"mturk",5,4,6,4,3
"mturk",4,6,6,3,4
"mturk",5,3,5,3,4
"mturk",5,5,6,4,4
"mturk",6,4,5,4,4
"mturk",4,4,4,5,5
"mturk",6,6,6,6,6
"mturk",6,6,6,5,5
"mturk",6,7,7,6,6
"mturk",4,5,7,5,6
"mturk",4,5,5,4,4
"mturk",4,5,5,6,6
"mturk",4,4,4,4,4
"mturk",4,5,4,4,4
"mturk",4,5,5,4,6
"mturk",6,6,6,6,6
"mturk",5,6,6,4,5
"mturk",6,5,6,6,6
"mturk",4,4,4,5,5
"mturk",6,6,6,7,7
"mturk",5,5,7,5,5
"mturk",7,7,7,5,5
"mturk",6,6,5,5,2
"mturk",4,7,7,7,7
"mturk",3,4,6,5,5
"mturk",5,5,5,5,5
"mturk",4,4,4,5,5
"mturk",4,4,4,6,6
"mturk",5,5,5,5,5
"mturk",7,7,7,7,7
"mturk",4,6,7,6,6
"mturk",3,5,6,6,6
"mturk",4,3,3,3,3
"mturk",6,6,6,6,6
"mturk",6,5,3,4,4
"mturk",5,6,6,7,7
"mturk",3,3,5,3,4
"mturk",6,7,7,7,7
"mturk",5,5,5,5,5
"mturk",6,6,6,6,6
"mturk",6,5,4,6,6
"mturk",6,6,6,3,3
"mturk",6,6,7,7,7
"mturk",4,4,4,4,4
"grazvienna",4,4,4,4,4
"grazvienna",5,6,6,6,6
"grazvienna",6,5,4,4,4
"grazvienna",3,5,6,5,6
"grazvienna",4,6,6,6,5
"grazvienna",7,7,7,7,7
"grazvienna",4,4,4,4,4
"grazvienna",5,6,6,6,5
"grazvienna",6,7,6,6,7
"grazvienna",6,2,7,3,3
"grazvienna",4,6,7,6,6
"grazvienna",6,6,6,6,6
"grazvienna",5,5,7,5,6
"grazvienna",4,5,6,7,7
"grazvienna",5,6,6,6,6
"grazvienna",7,6,6,7,7
"grazvienna",5,5,6,6,7
"grazvienna",4,6,6,5,5
"grazvienna",6,6,7,7,6
"grazvienna",6,7,7,7,7
"grazvienna",6,4,6,5,7
"grazvienna",4,6,5,5,5
"grazvienna",5,7,6,6,7
"grazvienna",6,6,6,6,6
"grazvienna",5,4,5,5,4
"grazvienna",4,3,3,5,4
"grazvienna",5,5,5,5,5
"grazvienna",6,7,5,6,5
"grazvienna",6,7,7,7,7
"grazvienna",7,7,7,6,5
"grazvienna",6,6,7,5,6
"grazvienna",4,3,5,6,6
"grazvienna",3,5,6,6,6
"grazvienna",6,6,6,6,6
"grazvienna",6,6,6,6,6
"grazvienna",5,6,6,6,6
"grazvienna",5,4,4,4,5
"grazvienna",5,5,7,4,3
"grazvienna",3,5,6,6,6
"grazvienna",4,4,4,4,4
"grazvienna",5,6,6,5,5
"grazvienna",4,5,6,5,6
"grazvienna",5,6,5,5,6
"grazvienna",4,5,5,4,5
"grazvienna",3,4,3,2,1
"grazvienna",3,5,4,4,5
"grazvienna",5,4,4,5,5
"grazvienna",4,4,4,4,4
"grazvienna",4,4,4,4,4
"munichon",4,5,5,5,3
"munichon",4,4,4,4,4
"munichon",5,6,7,7,7
"munichon",6,5,4,5,4
"munichon",3,4,5,5,5
"munichon",4,4,6,5,5
"munichon",5,5,5,6,6
"munichon",4,4,4,4,4
"munichon",4,4,4,4,4
"munichon",4,4,4,4,4
"munichon",4,5,7,6,7
"munichon",4,4,5,5,4
"munichon",2,1,4,2,1
"munichon",4,4,4,4,4
"munichon",5,6,7,6,7
"munichon",5,5,6,7,6
"munichon",3,5,7,5,6
"munichon",6,5,6,6,6
"munichon",5,6,6,6,5
"munichon",2,3,7,4,6
"munichon",4,4,4,4,4
"munichon",5,6,6,6,5
"munichon",4,6,7,6,3
"munichon",6,7,6,3,7
"munichon",6,6,6,6,6
"munichon",4,3,5,6,4
"munichon",2,3,2,2,3
"munichon",5,7,7,7,7
"munichon",3,5,6,6,6
"munichon",4,4,4,4,4
"munichon",5,4,4,4,4
"munichon",4,5,6,5,5
"munichon",3,5,6,7,6
"munichon",5,6,6,5,6
"munichon",2,2,2,3,5
"munichon",4,4,4,4,4
"munichon",4,3,4,5,6
"munichon",6,4,6,3,4
"munichon",4,4,4,4,4
"munichon",4,4,4,4,4
"munichon",5,5,5,5,5
"munichon",4,4,4,4,4
"munichon",6,5,6,5,6
"munichon",4,5,6,7,7
"munichon",4,4,4,4,1
"munichon",6,6,6,6,6
"munichon",3,6,6,6,6
"munichon",6,4,4,6,5
"munichon",6,6,6,5,5
"munichon",4,4,4,4,4
"munichon",5,5,5,5,6
"munichon",5,7,7,7,7
"munichon",5,6,6,5,6
"munichon",5,6,6,6,7
"munichon",5,6,6,5,5
"munichon",6,7,7,7,6
"munichon",5,6,6,6,6
"munichon",3,3,3,3,3
"munichon",6,6,7,7,6
"munichon",4,5,5,5,6
"munichon",4,5,5,5,5
"munichon",6,4,7,4,5
"munichon",7,5,5,6,6
"munichon",4,4,5,4,4
"munichon",5,5,5,5,5
"munichon",3,5,4,5,6
"munichon",1,5,5,5,3
"munichon",3,5,6,5,6
"munichon",4,4,4,4,4
"munichon",4,4,4,7,7
"munichon",3,5,6,5,5
"munichon",5,6,7,6,5
"munichon",7,7,7,7,7
"munichon",5,4,4,6,6
"munichon",2,3,4,3,2
"munichon",4,5,5,4,5
"munichon",4,5,5,5,6
"munichon",5,6,6,6,7
"munichon",4,6,5,6,6
"munichon",5,6,6,6,7
"munichon",6,3,6,2,4
"munichon",6,6,6,6,4
"munichon",6,6,6,6,6
"munichon",4,4,5,4,4
"munichon",3,6,6,5,5
"munichon",4,5,6,7,7
"munichon",5,5,6,5,5
"munichon",6,4,5,4,6
"munichon",4,4,6,5,5
"munichon",6,6,6,6,6
"munichon",5,6,7,7,7
"munichon",5,5,5,5,6
"munichon",5,5,6,5,6
"munichon",3,5,5,5,5
"munichon",4,4,4,4,4
"munichon",6,6,6,7,4
"munichon",5,6,7,4,5
"munichon",3,5,5,6,6
"munichon",5,4,5,6,5
"munichon",6,7,7,6,6
"munichon",3,5,7,6,7
"munichon",4,4,4,4,4
"munichon",5,4,4,5,4
"munichon",3,7,7,5,7
"munichon",3,6,6,3,3
"munichon",5,5,4,5,6
"munichon",4,6,7,7,7
"munichon",3,4,5,5,5
"munich",5,5,4,4,5
"munich",5,5,6,4,4
"munichon",5,6,6,6,6
"munich",4,5,5,6,6
"munich",5,6,5,5,6
"munich",5,6,6,6,6
"munich",2,2,3,4,3
"munich",4,4,4,4,4
"munich",6,4,7,4,4
"munich",5,6,7,6,6
"osnabruck",5,6,6,4,4
"osnabruck",4,4,5,4,4
"osnabruck",4,5,5,6,6
"osnabruck",3,6,7,6,6
"osnabruck",6,6,6,6,6
"osnabruck",4,4,6,6,5
"osnabruck",4,2,2,2,2
"osnabruck",4,4,6,6,6
"osnabruck",5,5,4,6,4
"osnabruck",6,6,6,7,7
"osnabruck",5,6,6,6,6
"osnabruck",6,6,6,5,5
"osnabruck",5,6,6,7,7
"osnabruck",5,5,6,5,5
"osnabruck",2,6,6,4,6
"osnabruck",6,5,6,6,6
"osnabruck",4,4,4,4,4
"osnabruck",3,5,6,4,6
"osnabruck",3,4,6,4,6
"osnabruck",4,5,6,7,7
"munich",5,6,3,2,6
"munich",5,7,7,7,7
"munich",5,5,4,4,4
"munich",3,5,5,6,6
"osnabruck",6,5,6,6,5
"osnabruck",4,6,6,5,6
"osnabruck",5,5,5,6,6
"munich",2,6,5,6,6
"munich",6,4,5,5,5
"munich",4,4,6,4,4
"munich",1,5,5,5,5
"osnabruck",4,5,6,6,7
"osnabruck",4,5,6,6,6
"osnabruck",5,6,7,6,7
"munich",5,5,5,5,5
"osnabruck",5,4,6,5,4
"osnabruck",4,4,5,4,4
"osnabruck",5,6,6,5,6
"osnabruck",5,6,7,6,6
"osnabruck",4,4,4,4,4
"osnabruck",4,4,5,4,4
"osnabruck",6,6,7,4,6
"osnabruck",3,5,6,6,6
"osnabruck",5,6,5,5,6
"osnabruck",3,3,5,4,5
"osnabruck",3,6,6,6,6
"osnabruck",5,6,7,6,6
"osnabruck",4,4,4,5,4
"osnabruck",4,4,4,4,4
"osnabruck",4,4,5,4,5
"osnabruck",4,6,6,5,6
"osnabruck",7,7,7,7,7
"osnabruck",6,5,5,4,2
"osnabruck",7,5,4,5,6
"osnabruck",5,5,6,6,6
"osnabruck",6,6,5,6,6
"osnabruck",3,5,5,5,6
"munich",2,4,5,4,5
"munich",5,5,4,4,5
"munich",4,4,4,4,4
"munich",5,6,6,6,6
"munich",3,5,7,6,6
"munich",5,6,4,7,4
"munich",6,5,6,6,6
"munich",4,5,6,5,5
"munich",3,4,5,5,6
"munich",2,1,1,1,2
"munich",5,4,6,5,4
"munich",3,3,2,4,3
"munich",4,3,6,6,6
"munich",5,6,5,7,6
"munich",4,5,5,5,5
"munich",7,7,7,7,6
"munich",6,7,5,6,7
"munich",6,6,5,6,5
"munich",4,6,7,6,7
"munich",4,6,6,5,5
"munich",5,4,6,5,5
"munich",5,3,6,7,3
"munich",4,5,6,4,5
"munich",4,5,6,6,5
"munich",4,5,6,5,6
"munich",3,5,6,6,5
"munich",5,5,6,4,4
"munich",3,5,6,6,6
