"g","zhon.dv.1_2","zhon.dv.1_3","zhon.dv.1_7","zhon.dv.1_8","zhon.dv.1_10"
"jmu",7,7,7,7,7
"jmu",5,6,6,6,7
"jmu",7,7,5,6,7
"jmu",6,6,3,4,6
"jmu",4,6,4,6,7
"jmu",4,6,6,7,7
"jmu",7,7,5,5,5
"jmu",7,7,3,4,7
"jmu",6,2,3,4,4
"jmu",5,4,6,6,5
"jmu",7,7,1,1,5
"jmu",7,7,7,7,7
"jmu",4,3,2,2,3
"jmu",5,6,3,5,7
"jmu",7,7,6,6,4
"queensland2",3,2,3,4,3
"queensland2",6,1,3,1,4
"queensland2",2,2,2,2,2
"queensland2",6,6,6,5,6
"queensland2",7,2,5,1,5
"queensland2",1,1,1,1,2
"queensland2",1,2,3,3,3
"queensland2",2,1,1,5,5
"queensland2",4,2,5,1,3
"queensland2",5,6,6,2,5
"queensland2",7,7,5,7,7
"queensland2",2,1,1,1,1
"queensland2",2,2,2,2,2
"queensland2",2,1,1,1,1
"queensland2",5,6,2,1,7
"queensland2",1,7,3,3,7
"queensland2",7,1,1,1,1
"queensland2",5,5,3,3,4
"queensland2",1,1,1,1,1
"queensland2",5,5,3,5,4
"queensland2",1,1,2,1,1
"queensland2",2,2,1,1,1
"queensland2",4,1,4,1,1
"queensland2",3,5,3,4,4
"queensland2",1,1,2,1,1
"queensland2",2,4,1,6,5
"queensland2",3,4,1,6,5
"queensland2",6,6,2,4,6
"queensland2",2,3,3,1,2
"queensland2",1,1,1,1,1
"queensland2",2,6,5,5,6
"queensland2",5,4,4,4,2
"queensland2",2,2,2,2,2
"queensland2",3,2,1,1,1
"queensland2",2,1,2,2,4
"queensland2",1,1,1,1,2
"queensland2",3,4,2,4,4
"queensland2",4,3,5,5,5
"queensland2",1,5,2,3,5
"queensland2",2,1,3,1,2
"queensland2",4,4,4,4,4
"queensland2",6,2,2,2,2
"queensland2",4,4,4,4,4
"queensland2",1,1,3,2,2
"queensland2",6,5,2,2,1
"queensland2",3,6,4,5,5
"queensland2",7,6,4,6,4
"queensland2",3,3,3,4,3
"queensland2",3,5,6,7,7
"queensland2",4,4,1,4,4
"queensland2",2,4,2,5,5
"queensland2",5,5,4,3,5
"queensland2",2,4,5,4,5
"queensland2",6,1,5,5,6
"queensland2",2,1,4,5,4
"queensland2",3,3,3,1,2
"queensland2",2,7,1,3,6
"queensland2",1,1,2,1,1
"queensland2",6,4,7,2,7
"queensland2",3,2,1,1,3
"queensland2",2,2,3,3,2
"queensland2",2,4,2,2,2
"queensland2",4,3,4,5,5
"moralsense",1,5,5,5,6
"moralsense",4,4,5,5,5
"moralsense",4,6,7,7,7
"moralsense",3,5,3,2,5
"moralsense",7,1,1,7,2
"moralsense",5,4,1,1,4
"moralsense",4,5,1,1,1
"moralsense",7,7,7,7,7
"moralsense",2,3,5,7,6
"moralsense",3,3,1,5,4
"moralsense",4,3,3,5,3
"moralsense",6,3,7,5,5
"moralsense",6,6,6,6,6
"moralsense",7,7,7,7,7
"moralsense",2,1,3,2,3
"moralsense",5,5,7,5,7
"moralsense",6,2,5,6,5
"moralsense",5,5,2,5,5
"moralsense",5,5,4,3,5
"moralsense",6,4,4,4,4
"moralsense",1,5,3,1,5
"moralsense",1,5,6,6,6
"moralsense",3,3,3,2,3
"moralsense",2,2,1,4,3
"moralsense",5,5,3,4,3
"moralsense",5,5,3,2,5
"moralsense",6,6,6,6,6
"moralsense",4,1,1,2,7
"moralsense",2,7,7,6,2
"moralsense",4,4,3,3,4
"moralsense",1,1,1,1,1
"moralsense",2,4,5,5,5
"moralsense",5,4,2,4,3
"moralsense",5,6,4,5,6
"moralsense",5,6,4,5,6
"moralsense",1,5,7,7,6
"moralsense",4,4,3,4,5
"moralsense",2,2,3,3,3
"moralsense",6,6,4,4,7
"moralsense",2,1,4,3,5
"moralsense",3,3,1,3,3
"moralsense",2,2,5,2,1
"moralsense",3,3,4,4,3
"moralsense",7,1,3,3,7
"moralsense",4,1,7,7,7
"moralsense",3,4,2,2,2
"moralsense",3,5,7,7,7
"moralsense",7,7,5,7,7
"moralsense",1,1,1,1,3
"moralsense",1,1,1,1,1
"moralsense",4,5,2,2,4
"moralsense",3,6,3,4,3
"moralsense",1,4,4,1,2
"moralsense",1,1,1,1,1
"moralsense",1,7,5,3,7
"moralsense",2,2,5,3,3
"moralsense",4,4,4,4,4
"moralsense",3,5,4,4,6
"moralsense",5,4,3,7,4
"moralsense",3,7,4,4,7
"moralsense",1,1,1,1,1
"moralsense",1,1,1,1,1
"moralsense",5,7,1,2,1
"moralsense",5,6,5,5,5
"moralsense",1,1,1,1,1
"moralsense",3,2,2,4,4
"moralsense",6,7,2,1,6
"moralsense",6,1,3,1,3
"moralsense",1,1,2,1,1
"moralsense",4,6,6,7,4
"moralsense",6,6,5,4,4
"moralsense",6,7,6,7,5
"moralsense",5,4,3,3,7
"moralsense",3,5,4,2,7
"moralsense",2,2,2,2,2
"moralsense",2,2,1,1,1
"moralsense",1,1,1,1,1
"moralsense",1,4,1,1,4
"moralsense",4,5,4,4,5
"moralsense",2,2,1,1,1
"moralsense",4,5,4,6,5
"moralsense",3,5,4,7,7
"moralsense",1,1,1,1,1
"moralsense",2,1,1,1,1
"moralsense",2,1,3,6,5
"moralsense",1,3,1,5,6
"moralsense",1,3,2,3,1
"moralsense",3,6,6,3,4
"moralsense",1,3,1,2,2
"moralsense",6,6,6,6,7
"moralsense",2,1,5,6,7
"moralsense",6,5,2,2,4
"moralsense",1,1,1,1,1
"moralsense",6,3,2,4,2
"moralsense",1,1,7,1,1
"moralsense",1,3,1,1,4
"moralsense",7,7,4,5,7
"moralsense",7,7,3,2,2
"moralsense",2,3,1,1,3
"moralsense",6,4,5,6,6
"moralsense",1,5,4,3,7
"moralsense",1,4,2,1,4
"moralsense",6,6,4,4,4
"moralsense",4,6,6,4,6
"moralsense",5,6,5,2,6
"moralsense",2,2,3,3,1
"moralsense",2,2,1,1,3
"moralsense",1,3,3,5,2
"moralsense",1,1,1,1,1
"moralsense",7,7,5,7,5
"moralsense",7,5,3,7,7
"moralsense",6,6,7,7,7
"moralsense",4,5,3,4,5
"moralsense",1,1,2,1,1
"moralsense",2,6,5,4,6
"moralsense",1,1,1,1,1
"moralsense",4,4,2,2,3
"moralsense",1,1,1,1,1
"moralsense",2,1,5,5,6
"moralsense",1,1,1,4,1
"moralsense",3,4,1,2,5
"moralsense",6,6,3,5,4
"moralsense",4,4,2,3,3
"moralsense",5,5,3,4,6
"moralsense",1,1,1,1,1
"moralsense",5,2,2,2,4
"moralsense",1,1,7,5,4
"moralsense",1,1,1,1,1
"moralsense",4,4,4,4,4
"moralsense",4,6,2,3,3
"moralsense",4,6,6,6,6
"moralsense",5,7,3,3,5
"moralsense",4,6,6,5,3
"moralsense",6,5,2,3,5
"moralsense",1,4,2,2,3
"moralsense",3,3,2,2,3
"moralsense",3,3,5,1,5
"moralsense",7,7,4,7,7
"moralsense",6,6,6,6,6
"moralsense",5,4,3,4,5
"moralsense",4,4,5,7,7
"moralsense",4,4,1,2,1
"moralsense",1,1,7,7,1
"moralsense",5,3,5,4,5
"moralsense",3,1,3,2,3
"moralsense",3,4,6,4,4
"moralsense",1,1,6,3,4
"moralsense",7,7,7,7,7
"moralsense",1,1,4,3,1
"moralsense",2,2,7,7,7
"moralsense",2,2,2,4,4
"moralsense",3,3,4,3,4
"moralsense",5,7,6,5,7
"moralsense",4,7,1,1,3
"moralsense",5,5,4,5,5
"moralsense",5,1,1,1,1
"moralsense",2,4,6,6,7
"moralsense",3,3,2,1,1
"moralsense",5,5,4,4,6
"moralsense",5,5,3,5,6
"moralsense",1,1,1,1,7
"moralsense",6,5,5,7,7
"moralsense",5,7,1,1,7
"moralsense",1,4,6,5,7
"moralsense",4,4,2,2,4
"moralsense",5,5,2,2,3
"moralsense",3,6,5,5,5
"moralsense",7,7,6,7,7
"moralsense",2,5,4,1,3
"moralsense",3,5,1,2,1
"moralsense",7,7,7,7,7
"moralsense",5,5,2,4,5
"moralsense",4,4,4,4,4
"moralsense",2,2,4,5,6
"moralsense",3,6,2,2,3
"moralsense",7,7,7,7,7
"moralsense",3,2,2,2,3
"moralsense",2,3,2,2,4
"moralsense",1,1,1,1,1
"moralsense",4,4,3,3,3
"moralsense",3,3,2,2,2
"moralsense",1,1,1,1,1
"moralsense",1,1,2,2,1
"moralsense",4,4,2,2,6
"moralsense",1,3,1,1,1
"moralsense",2,1,2,2,1
"moralsense",7,3,7,7,1
"moralsense",1,7,5,7,7
"moralsense",3,3,3,3,3
"moralsense",1,1,1,1,4
"moralsense",1,1,2,3,1
"moralsense",1,1,1,1,1
"moralsense",1,2,3,1,4
"moralsense",4,2,6,3,1
"moralsense",6,3,7,3,7
"moralsense",7,7,7,7,7
"moralsense",6,2,2,1,1
"moralsense",2,2,3,1,2
"moralsense",2,4,6,7,6
"moralsense",3,3,1,3,4
"moralsense",1,1,1,1,1
"moralsense",5,7,3,7,7
"moralsense",1,3,4,4,4
"moralsense",5,7,4,4,7
"moralsense",3,4,3,4,7
"moralsense",2,2,1,3,2
"moralsense",4,4,4,4,4
"moralsense",7,7,2,5,7
"moralsense",5,1,3,6,1
"moralsense",5,7,7,7,7
"moralsense",2,6,4,2,5
"moralsense",4,5,5,6,5
"moralsense",2,2,2,2,3
"moralsense",2,4,3,6,3
"moralsense",2,3,2,5,2
"moralsense",5,2,1,3,4
"moralsense",5,5,5,5,5
"moralsense",1,7,3,3,7
"moralsense",1,5,5,4,5
"moralsense",1,4,2,3,4
"moralsense",3,2,2,1,4
"moralsense",1,2,1,1,2
"moralsense",6,4,6,4,4
"moralsense",5,5,5,7,5
"moralsense",3,3,2,2,2
"moralsense",2,1,1,1,1
"moralsense",1,7,5,4,6
"moralsense",1,1,3,5,2
"moralsense",4,3,4,3,3
"moralsense",2,3,1,1,2
"moralsense",5,5,4,4,5
"moralsense",3,1,2,1,1
"moralsense",3,4,5,5,5
"moralsense",1,1,5,1,7
"moralsense",5,7,3,3,5
"moralsense",6,6,4,5,6
"moralsense",6,3,7,7,4
"moralsense",5,4,4,4,4
"moralsense",3,3,2,2,2
"moralsense",1,1,1,1,1
"moralsense",6,4,4,5,5
"moralsense",2,5,4,3,4
"moralsense",3,7,5,5,5
"moralsense",1,1,1,1,1
"moralsense",2,1,2,4,2
"moralsense",4,3,2,2,4
"moralsense",1,2,1,1,3
"moralsense",5,3,3,3,5
"moralsense",1,2,4,4,4
"moralsense",2,2,2,2,2
"moralsense",3,1,2,2,1
"moralsense",1,1,1,1,2
"moralsense",4,4,4,5,4
"moralsense",1,1,1,1,1
"moralsense",1,1,2,1,1
"moralsense",3,1,1,1,1
"moralsense",7,7,1,4,7
"moralsense",3,5,3,1,6
"moralsense",4,4,5,4,5
"moralsense",1,4,3,3,2
"moralsense",1,3,1,3,1
"moralsense",4,6,4,4,4
"moralsense",1,1,1,1,1
"moralsense",1,1,2,1,1
"moralsense",2,3,4,5,4
"moralsense",5,5,5,5,3
"moralsense",6,6,5,5,6
"moralsense",1,1,5,5,1
"moralsense",1,1,4,1,2
"moralsense",5,1,2,1,3
"moralsense",4,1,1,4,1
"moralsense",5,4,3,4,5
"moralsense",7,7,7,6,5
"moralsense",1,5,4,4,5
"moralsense",6,4,3,4,5
"moralsense",6,4,3,4,3
"moralsense",7,5,4,5,7
"moralsense",1,1,2,4,1
"moralsense",1,1,3,2,1
"moralsense",3,1,2,4,7
"moralsense",1,1,1,1,1
"moralsense",4,7,1,2,4
"moralsense",7,1,5,4,1
"moralsense",4,4,4,4,4
"moralsense",5,6,7,5,7
"moralsense",4,6,3,2,5
"moralsense",2,5,5,7,6
"moralsense",5,7,6,6,7
"moralsense",3,3,2,3,4
"moralsense",1,1,1,1,1
"moralsense",3,1,2,1,1
"moralsense",1,5,1,1,5
"moralsense",5,7,3,1,5
"moralsense",6,3,1,5,6
"moralsense",7,7,6,7,7
"moralsense",2,5,6,4,7
"moralsense",4,5,5,5,5
"moralsense",3,3,3,3,3
"moralsense",3,3,1,1,3
"moralsense",1,1,1,1,1
"moralsense",5,5,3,4,5
"moralsense",7,6,1,5,5
"moralsense",1,4,3,5,4
"moralsense",7,7,1,6,7
"moralsense",4,6,1,4,5
"moralsense",2,4,4,3,5
"moralsense",2,2,5,5,6
"moralsense",1,1,1,2,1
"moralsense",6,3,3,3,4
"moralsense",1,1,2,1,4
"moralsense",6,6,1,1,4
"moralsense",3,7,7,7,3
"moralsense",1,1,4,5,1
"moralsense",4,5,1,1,3
"moralsense",3,5,7,7,5
"moralsense",7,7,4,5,6
"moralsense",5,4,3,4,6
"moralsense",3,3,1,2,5
"moralsense",1,1,1,4,4
"moralsense",4,3,1,4,5
"moralsense",1,5,4,4,4
"moralsense",1,7,4,7,5
"moralsense",5,2,2,1,2
"moralsense",1,5,3,3,4
"moralsense",2,4,1,1,5
"moralsense",1,6,4,5,1
"moralsense",1,5,3,3,5
"moralsense",1,1,1,1,1
"moralsense",3,1,2,1,4
"moralsense",7,1,7,7,5
"moralsense",1,3,2,5,1
"moralsense",6,6,2,2,1
"moralsense",7,7,7,5,7
"moralsense",4,2,4,3,3
"moralsense",5,1,1,1,3
"moralsense",1,1,2,1,1
"moralsense",1,3,2,2,3
"moralsense",6,6,5,6,7
"moralsense",7,7,5,6,6
"moralsense",4,1,1,1,3
"moralsense",4,4,2,3,5
"moralsense",1,1,2,1,1
"moralsense",5,4,5,4,6
"moralsense",3,1,2,1,1
"moralsense",1,5,4,3,4
"moralsense",4,4,3,5,5
"moralsense",2,4,1,4,6
"moralsense",2,2,2,1,3
"moralsense",2,5,6,4,5
"moralsense",3,6,4,6,6
"moralsense",1,1,1,1,1
"moralsense",2,2,1,4,5
"moralsense",4,2,2,1,2
"moralsense",5,7,2,2,6
"moralsense",1,1,1,2,1
"moralsense",5,6,5,6,7
"moralsense",1,3,1,3,3
"moralsense",5,2,4,3,6
"moralsense",2,1,3,2,2
"moralsense",1,2,1,1,2
"moralsense",3,6,3,4,5
"moralsense",5,6,3,3,6
"moralsense",2,4,4,2,4
"westernkentucky",2,2,4,7,7
"westernkentucky",5,5,5,5,5
"mcdanielonline",5,7,1,1,3
"westernkentucky",7,7,6,5,7
"westernkentucky",2,4,5,5,1
"westernkentucky",5,5,1,3,5
"mcdanielonline",7,7,2,7,7
"westernkentucky",2,7,1,5,5
"westernkentucky",6,6,2,4,4
"westernkentucky",4,7,4,5,5
"westernkentucky",3,5,6,6,6
"simmons",5,3,7,7,5
"mcdanielonline",5,4,4,6,4
"mcdanielonline",4,4,4,4,4
"mcdanielonline",3,3,3,3,2
"mcdanielonline",3,5,3,3,6
"kenyon",3,5,4,7,5
"kenyon",7,3,4,6,7
"kenyon",2,2,4,3,6
"kenyon",1,1,1,2,4
"kenyon",3,3,1,1,3
"umich",5,5,3,5,6
"westernkentucky",4,7,7,7,7
"umich",3,3,7,7,6
"mcdanielonline",1,5,6,7,7
"mcdanielonline",2,4,3,7,2
"mcdanielonline",1,2,3,5,7
"mcdanielonline",7,4,1,7,7
"mcdanielonline",1,4,4,4,7
"mcdanielonline",1,4,1,4,3
"mcdanielonline",5,6,4,5,7
"mcdanielonline",2,3,2,4,4
"mcdanielonline",7,7,3,7,3
"mcdanielonline",3,4,1,4,2
"umich",7,4,5,5,7
"umich",5,5,2,2,5
"umich",7,7,3,6,7
"kenyon",5,1,4,2,2
"kenyon",3,2,4,3,5
"kenyon",2,3,5,4,6
"westernkentucky",4,6,2,3,6
"umich",6,4,4,4,3
"umich",2,1,1,4,3
"mcdanielonline",5,4,7,7,6
"kenyon",5,4,6,4,5
"kenyon",3,7,1,3,6
"kenyon",2,4,2,4,4
"kenyon",3,4,2,4,5
"kenyon",2,5,5,5,5
"kenyon",4,4,4,3,4
"umich",3,3,7,6,7
"umich",7,6,5,7,7
"umich",7,7,4,5,6
"mcdanielonline",7,7,4,5,7
"kenyon",5,7,2,2,6
"kenyon",2,4,2,5,4
"kenyon",6,6,5,5,6
"kenyon",5,6,2,3,6
"loyola",6,6,6,6,6
"kenyon",4,4,5,5,5
"kenyon",2,1,2,2,4
"loyola",5,7,2,5,7
"loyola",5,3,5,6,5
"umich",4,7,5,4,6
"umich",2,2,5,5,5
"loyola",2,5,2,6,6
"loyola",7,4,7,5,6
"mcdanielonline",5,5,4,5,5
"psualtoona",5,5,5,3,7
"psualtoona",5,5,2,4,4
"psualtoona",7,7,5,6,7
"psualtoona",7,7,4,5,7
"psualtoona",1,2,5,1,1
"psualtoona",1,7,3,4,6
"westernkentucky",7,7,7,7,7
"psualtoona",5,7,1,3,4
"psualtoona",1,6,6,7,1
"psualtoona",3,5,1,1,6
"psualtoona",2,2,3,5,3
"psualtoona",1,4,1,1,5
"psualtoona",6,5,4,4,6
"psualtoona",1,7,2,4,4
"psualtoona",7,7,7,7,7
"psualtoona",7,7,6,6,6
"kenyon",2,6,1,3,4
"kenyon",2,3,3,4,4
"westernkentucky",6,4,5,6,2
"westernkentucky",7,5,5,7,7
"simmons",6,7,7,7,7
"vcu",7,7,7,6,7
"psualtoona",6,6,4,5,7
"psualtoona",4,5,3,3,5
"psualtoona",3,6,4,6,6
"psualtoona",1,4,4,6,6
"csunorthonline",3,3,6,5,6
"csunorthonline",4,7,6,6,5
"psualtoona",6,6,5,7,7
"csunorthonline",5,5,7,7,7
"psualtoona",7,7,4,6,7
"psualtoona",1,2,4,5,4
"csunorthonline",7,7,5,4,5
"csunorthonline",5,6,6,5,7
"kenyon",5,4,1,4,5
"csunorthonline",2,2,2,3,2
"csunorthonline",3,5,2,1,5
"kenyon",7,7,3,4,5
"csunorthonline",5,7,3,4,6
"csunorthonline",1,7,5,6,7
"csunorthonline",1,1,5,5,5
"csunorthonline",7,7,3,7,5
"westernkentucky",5,5,5,5,3
"psualtoona",7,7,4,5,7
"kenyon",1,2,1,1,2
"psualtoona",7,7,7,7,7
"psualtoona",7,4,5,7,4
"psualtoona",5,5,6,3,4
"westernkentucky",5,5,5,7,7
"westernkentucky",7,7,3,5,6
"csunorthonline",7,7,7,7,7
"csunorthonline",7,1,7,5,7
"westernkentucky",7,7,2,2,4
"csunorthonline",7,7,5,6,7
"westernkentucky",6,6,2,6,5
"westernkentucky",7,7,6,7,7
"csunorthonline",7,7,4,7,7
"csunorthonline",2,1,5,6,7
"csunorthonline",4,1,2,1,1
"csunorthonline",1,1,6,7,7
"westernkentucky",7,7,6,6,6
"mcdanielonline",6,5,2,7,6
"csunorthonline",6,7,6,6,6
"csunorthonline",7,7,4,2,7
"csunorthonline",7,7,4,4,7
"csunorthonline",4,7,3,6,7
"csunorthonline",3,6,4,4,7
"loyola",5,5,3,2,5
"mcdanielonline",1,4,3,5,2
"csunorthonline",3,2,5,3,4
"loyola",3,1,1,2,2
"loyola",1,1,1,1,5
"loyola",5,5,3,2,5
"mcdanielonline",1,7,1,1,1
"loyola",7,7,4,7,7
"csunorthonline",7,7,1,1,4
"csunorthonline",2,7,4,2,4
"mcdanielonline",2,7,4,7,7
"mcdanielonline",3,5,6,6,6
"csunorthonline",7,7,3,3,3
"csunorthonline",2,7,7,7,7
"csunorthonline",5,4,5,3,2
"csunorthonline",1,1,1,1,3
"csunorthonline",4,5,3,2,5
"csunorthonline",2,3,2,4,5
"westernkentucky",1,7,3,3,7
"westernkentucky",1,7,1,3,7
"loyola",7,5,6,6,6
"loyola",7,7,7,7,7
"loyola",7,7,5,5,7
"loyola",6,5,6,6,7
"loyola",5,3,5,5,5
"loyola",6,7,3,6,7
"loyola",1,2,7,5,4
"loyola",1,2,4,3,1
"loyola",1,5,7,7,7
"loyola",7,7,4,4,6
"loyola",1,5,4,2,1
"loyola",6,6,6,4,2
"loyola",5,7,5,7,7
"loyola",7,7,4,5,7
"csunorthonline",4,4,1,2,3
"csunorthonline",6,7,3,3,5
"csunorthonline",1,1,1,1,1
"csunorthonline",6,6,2,2,5
"csunorthonline",7,7,6,7,7
"csunorthonline",1,4,2,5,2
"csunorthonline",2,1,4,2,2
"csunorthonline",6,7,3,4,6
"csunorthonline",5,6,3,4,4
"umich",6,6,6,6,6
"umich",1,4,2,7,7
"umich",3,3,3,2,4
"loyola",1,6,5,5,6
"umich",5,5,6,6,5
"loyola",1,7,3,7,7
"vcu",5,4,4,4,2
"loyola",2,7,6,7,5
"csunorthonline",7,7,3,7,7
"psualtoona",1,4,1,1,2
"psualtoona",5,7,6,6,7
"psualtoona",7,7,7,7,7
"loyola",7,1,6,6,7
"westernkentucky",7,7,1,2,7
"psualtoona",3,3,6,6,7
"westernkentucky",7,7,5,6,6
"psualtoona",4,5,2,5,5
"psualtoona",2,2,1,2,2
"psualtoona",7,4,7,6,7
"westernkentucky",7,7,5,5,7
"westernkentucky",7,4,7,7,7
"westernkentucky",7,7,6,5,6
"psualtoona",6,7,3,4,6
"psualtoona",1,5,7,3,7
"psualtoona",5,5,3,4,6
"psualtoona",7,7,1,1,7
"psualtoona",6,4,6,6,6
"psualtoona",7,7,7,7,7
"psualtoona",4,6,1,1,6
"psualtoona",4,5,2,3,4
"psualtoona",7,7,2,2,5
"kenyon",6,5,5,7,7
"westernkentucky",7,7,7,7,4
"westernkentucky",2,7,5,7,7
"westernkentucky",7,7,5,7,7
"vcu",5,6,4,6,5
"westernkentucky",4,4,5,5,5
"loyola",7,4,1,4,7
"loyola",4,4,3,6,6
"mcdanielonline",1,6,4,7,7
"loyola",5,4,6,6,6
"loyola",5,4,4,4,5
"vcu",7,7,7,7,7
"mcdanielonline",6,7,5,7,7
"mcdanielonline",7,7,6,7,7
"mcdanielonline",5,1,6,6,6
"mcdanielonline",1,1,1,1,1
"psualtoona",6,5,4,4,4
"psualtoona",7,7,5,6,7
"psualtoona",7,7,4,7,7
"psualtoona",5,6,1,1,7
"westernkentucky",6,6,4,6,6
"westernkentucky",3,7,7,7,7
"westernkentucky",4,5,5,7,6
"psualtoona",3,5,2,5,5
"psualtoona",1,7,2,5,7
"westernkentucky",3,1,3,7,6
"westernkentucky",5,7,1,3,3
"westernkentucky",6,7,7,5,7
"westernkentucky",5,5,3,7,6
"westernkentucky",7,4,4,7,7
"westernkentucky",5,4,6,7,7
"westernkentucky",5,5,3,4,5
"loyola",2,1,7,7,7
"loyola",5,3,1,1,5
"loyola",1,1,5,2,6
"loyola",7,7,7,7,7
"loyola",7,7,3,4,6
"kenyon",3,5,1,3,5
"kenyon",6,6,1,2,5
"westernkentucky",5,7,7,6,7
"loyola",1,7,5,5,1
"mcdanielonline",5,7,5,6,7
"kenyon",7,6,7,7,7
"kenyon",5,6,3,5,1
"kenyon",1,1,2,7,2
"kenyon",2,6,4,4,4
"loyola",1,1,1,1,2
"loyola",2,4,5,5,7
"loyola",4,5,2,2,5
"loyola",5,6,7,7,6
"loyola",1,3,3,3,5
"loyola",1,4,6,6,5
"umich",7,7,3,6,6
"umich",2,6,4,4,4
"umich",4,5,7,6,6
"umich",7,4,6,7,7
"umich",6,3,1,1,7
"umich",6,6,3,3,4
"loyola",3,5,4,6,3
"loyola",1,5,5,7,7
"psualtoona",4,4,5,5,6
"psualtoona",7,7,3,6,5
"loyola",1,2,2,3,5
"loyola",6,7,3,3,7
"psualtoona",7,7,7,7,7
"psualtoona",1,1,3,3,3
"psualtoona",5,3,1,6,7
"psualtoona",7,7,7,6,7
"psualtoona",4,4,2,2,4
"psualtoona",2,5,4,4,7
"psualtoona",4,6,5,7,1
"westernkentucky",5,5,3,4,4
"westernkentucky",4,4,5,5,6
"psualtoona",6,7,4,5,6
"psualtoona",1,4,5,5,5
"psualtoona",3,7,3,6,7
"psualtoona",1,1,1,1,1
"psualtoona",7,7,5,7,7
"psualtoona",5,5,4,5,4
"mcdanielonline",2,1,3,3,4
"mcdanielonline",5,5,1,1,6
"kenyon",1,3,1,1,3
"kenyon",4,5,2,3,4
"kenyon",6,6,3,5,6
"vcu",3,7,3,7,7
"vcu",2,3,2,2,2
"vcu",4,4,4,3,4
"loyola",5,4,5,4,3
"loyola",7,7,3,5,7
"loyola",7,7,4,5,7
"loyola",5,5,2,5,5
"loyola",4,5,1,1,1
"vcu",7,7,4,5,7
"vcu",2,1,5,4,7
"vcu",7,7,7,7,7
"vcu",5,7,5,7,7
"mcdanielonline",4,3,2,3,5
"kenyon",1,7,1,1,5
"westernkentucky",1,1,1,7,3
"westernkentucky",5,5,2,3,5
"westernkentucky",5,5,2,7,4
"loyola",1,7,4,1,7
"mcdanielonline",2,4,1,1,3
"loyola",4,5,5,7,7
"mcdanielonline",4,7,2,4,6
"tamu",2,6,5,7,6
"tamu",6,6,4,5,5
"loyola",1,4,4,6,1
"tamu",1,5,7,6,7
"loyola",5,5,2,3,5
"loyola",7,7,3,7,7
"loyola",5,5,3,3,4
"vcu",2,5,4,5,6
"vcu",7,1,4,7,7
"vcu",7,5,6,7,6
"loyola",1,6,7,5,7
"mcdanielonline",5,6,4,3,6
"kenyon",1,6,2,5,2
"kenyon",1,5,4,6,6
"tamu",7,7,7,7,6
"tamu",4,1,4,6,6
"kenyon",6,1,1,1,3
"tamu",4,5,4,5,5
"tamu",4,5,5,5,7
"tamu",6,6,4,7,7
"vcu",7,6,6,5,5
"armstrong",5,3,4,5,3
"tamu",1,5,4,4,7
"kenyon",7,1,6,6,3
"tamu",1,4,2,5,1
"kenyon",2,7,2,4,6
"kenyon",2,7,5,7,7
"tamu",4,7,5,5,6
"tamu",2,6,6,7,6
"kenyon",1,4,4,4,4
"kenyon",5,7,5,5,7
"tamu",2,5,5,7,7
"tamu",5,5,6,5,4
"kenyon",6,6,2,1,3
"loyola",7,7,5,5,7
"tamu",1,3,4,6,5
"tamu",6,6,5,7,7
"tamu",7,4,6,5,5
"tamu",7,7,3,6,6
"tamu",1,5,2,2,2
"tamu",5,5,1,1,5
"tamu",7,7,7,7,7
"loyola",6,5,2,3,6
"loyola",4,6,6,6,7
"vcu",5,6,6,6,7
"tamu",4,4,7,7,7
"psualtoona",7,7,7,7,7
"psualtoona",6,6,5,5,5
"tamu",6,7,4,4,7
"tamu",4,4,7,7,5
"tamu",2,6,5,3,3
"psualtoona",6,4,5,5,2
"armstrong",6,7,4,6,6
"psualtoona",4,7,3,5,7
"tamu",5,6,7,7,7
"tamu",6,6,4,7,5
"armstrong",7,7,7,7,7
"tamu",3,4,1,2,5
"tamu",4,7,5,7,7
"tamu",7,7,1,5,7
"psualtoona",3,2,2,7,3
"psualtoona",5,2,7,7,6
"armstrong",3,5,3,4,6
"tamu",1,4,1,3,4
"armstrong",4,7,4,5,6
"armstrong",5,6,3,4,5
"tamu",7,4,4,5,6
"tamu",6,6,4,5,7
"tamu",1,6,3,4,6
"loyola",1,1,7,1,5
"tamu",5,6,4,4,6
"tamu",7,7,4,5,6
"tamu",7,7,1,7,7
"tamu",1,7,5,7,3
"tamu",4,7,4,7,7
"loyola",1,1,7,7,7
"loyola",7,7,7,6,7
"loyola",6,7,3,1,7
"tamu",6,7,2,4,6
"mcdanielonline",4,4,2,2,4
"psualtoona",6,7,5,6,7
"psualtoona",7,7,6,6,7
"psualtoona",4,5,4,5,6
"psualtoona",1,1,7,7,1
"westernkentucky",6,6,7,7,7
"psualtoona",7,7,5,7,7
"psualtoona",5,6,6,7,7
"psualtoona",4,4,1,4,5
"westernkentucky",4,5,2,7,7
"westernkentucky",5,7,2,4,6
"psualtoona",7,7,7,7,5
"simmons",7,5,1,5,5
"psualtoona",4,5,7,7,7
"psualtoona",1,1,4,1,3
"psualtoona",1,7,4,7,7
"psualtoona",3,3,6,6,7
"psualtoona",2,7,2,7,7
"psualtoona",3,5,1,4,4
"psualtoona",7,3,3,3,7
"psualtoona",1,7,7,7,7
"psualtoona",7,7,3,5,6
"simmons",7,6,6,7,7
"armstrong",1,1,1,1,1
"kenyon",3,4,4,7,6
