"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"op_4","logical",80,0,3,NA,NA,46,"TRUE",NA,0.48875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"op_5","logical",80,0,3,NA,NA,43,"TRUE",NA,0.4971875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_existing","factor",80,0,4,NA,NA,37,"Not Clearly Stated",NA,0.6284375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_existing_text","character",80,0,29,NA,NA,52,"",NA,0.5728125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_1","logical",79,0.0125,3,NA,NA,43,"FALSE",NA,0.496074347059766,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_2","logical",80,0,3,NA,NA,40,"FALSE",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_3","logical",41,0.4875,3,NA,NA,39,NA,NA,0.249851279000595,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_4","logical",41,0.4875,3,NA,NA,39,NA,NA,0.414039262343843,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_psychometric_evidence","factor",80,0,4,NA,NA,39,"None",NA,0.5559375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_psychometric_evidence_text","character",80,0,2,NA,NA,80,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_1","logical",78,0.025,3,NA,NA,67,"TRUE",NA,0.242274819197896,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_2","logical",71,0.1125,3,NA,NA,50,"TRUE",NA,0.416584011108907,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_3","logical",29,0.6375,3,NA,NA,51,NA,NA,0.485136741973841,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_4","logical",51,0.3625,3,NA,NA,29,NA,NA,0.49519415609381,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_check","factor",80,0,4,NA,NA,49,"None Reported",NA,0.5403125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_1","logical",6,0.925,2,NA,NA,74,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_2","logical",2,0.975,2,NA,NA,78,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_3","logical",5,0.9375,2,NA,NA,75,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_4","logical",1,0.9875,2,NA,NA,79,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_5","logical",6,0.925,3,NA,NA,74,NA,NA,0.444444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_6","logical",3,0.9625,3,NA,NA,77,NA,NA,0.444444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_time","factor",80,0,5,NA,NA,70,"",NA,0.2259375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"op_1_REV","logical",80,0,3,NA,NA,75,"TRUE",NA,0.1171875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"op_2_REV","logical",80,0,3,NA,NA,53,"TRUE",NA,0.4471875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"op_5_REV","logical",80,0,3,NA,NA,42,"TRUE",NA,0.49875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_1_REV","logical",80,0,3,NA,NA,78,"TRUE",NA,0.0487500000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_3_REV","logical",38,0.525,3,NA,NA,42,NA,NA,0.387811634349031,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_psychometric_evidence_REV","factor",80,0,5,NA,NA,42,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,0.59375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sel_psychometric_evidence_text_REV","character",80,0,7,NA,NA,74,"",NA,0.143125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_1_REV","logical",78,0.025,3,NA,NA,69,"TRUE",NA,0.20414201183432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_2_REV","logical",72,0.1,3,NA,NA,62,"TRUE",NA,0.239197530864197,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quant_3_REV","logical",26,0.675,3,NA,NA,54,NA,NA,0.488165680473373,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_check_REV","factor",80,0,4,NA,NA,69,"False",NA,0.2446875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_1_REV","logical",0,1,1,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_2_REV","logical",0,1,1,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_3_REV","logical",3,0.9625,2,NA,NA,77,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_4_REV","logical",2,0.975,2,NA,NA,78,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_5_REV","logical",6,0.925,3,NA,NA,74,NA,NA,0.277777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mod_6_REV","logical",3,0.9625,2,NA,NA,77,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"inseperable_material","factor",80,0,3,NA,NA,40,"False",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"def_count","numeric",80,0,2,0.725,1,1,NA,0.44933143021295,NA,0,1,1,-0.988969322242602,-1.83885513554996,-1.034402919279,-0.972575240405773,NA,NA
"def_total","numeric",80,0,2,0.9125,1,1,NA,0.28434913465623,NA,0,1,1,-2.86509575977762,-5.32725933273904,6.2878384907045,5.91200577429942,NA,NA
"def_ratio","numeric",80,0,2,0.1875,0,0,NA,0.392774937971778,NA,0,1,1,1.5713515306935,2.9217163434532,0.475556891025642,0.447132204478183,NA,NA
"op_count","numeric",80,0,6,2.9,3,3,NA,1.25889242057544,NA,0,5,5,-0.190215509050687,-0.353680096856739,-0.917999749920893,-0.863129647868813,NA,NA
"op_total","numeric",80,0,2,4.9875,5,5,NA,0.111803398874989,NA,4,5,1,-8.61165679834606,-16.0122149121101,73.0745312499999,68.7067664576447,NA,NA
"op_ratio","numeric",80,0,7,0.419375,0.4,0.4,NA,0.250883722877877,NA,0,1,1,0.184649639419606,0.343331112591275,-0.914707545612746,-0.860034223120116,NA,NA
"sel_count","numeric",80,0,5,1.175,1,1,NA,1.18828671475183,NA,0,4,4,0.871685834101688,1.62078229988901,-0.144153962907,-0.135537683156814,NA,NA
"sel_total","numeric",80,0,3,3.0125,4,4,NA,1.02492667227676,NA,1,4,3,-0.0941823684319252,-0.175119417735407,-1.92016243144406,-1.80539169367535,NA,NA
"sel_ratio","numeric",80,0,5,0.615625,0.5,0.5,NA,0.351181887850769,NA,0,1,1,-0.384252156164167,-0.714465084828278,-1.09019963867592,-1.02503691348297,NA,NA
"quant_count","numeric",80,0,5,1.9625,2,2,NA,1.04873341329048,NA,0,4,4,0.00844280964979088,0.0156982664010081,-0.247311575172346,-0.232529423685337,NA,NA
"quant_total","numeric",80,0,4,2.8625,3,3,NA,0.937863853442991,NA,1,4,3,-0.00194617756996363,-0.00361865483461567,-1.40019820618832,-1.31650644214012,NA,NA
"quant_ratio","numeric",80,0,7,0.26041375,0,0,NA,0.334485285572087,NA,0,1,1,1.03817304517535,1.93034282537828,-0.160428626228636,-0.150839587567134,NA,NA
"mod_count","numeric",80,0,3,0.0375,0,0,NA,0.248730956271219,NA,0,2,2,6.86069886965068,12.7565446836219,48.2461222259879,45.3623854380582,NA,NA
"mod_total","numeric",80,0,6,0.2875,0,0,NA,1.0335357770932,NA,0,6,6,3.76255628103206,6.9959661888019,14.1163624541024,13.2726081409585,NA,NA
"mod_ratio","numeric",7,0.9125,4,0.880957142857143,1,1,NA,0.20892202578269,NA,0.5,1,0.5,-0.88806383375113,-0.559427631537166,-1.18737237131889,-0.37398714382605,NA,NA
"MP_total","numeric",80,0,9,12.0625,12,12,NA,2.2124146268303,NA,8,20,12,0.517666667287708,0.962531383164102,0.569565541022833,0.535521828740815,NA,NA
"MP_count","numeric",80,0,12,6.8,6,6,NA,2.66909172433459,NA,1,12,11,0.0896146667713539,0.166626392251912,-0.730178537331618,-0.686534766335954,NA,NA
"QMP_ratio","numeric",80,0,35,0.430025,0.4,0.4,NA,0.207800804995943,NA,0.1,0.9231,0.8231,0.315686782744772,0.586977015989853,-0.857022188289664,-0.805796798591679,NA,NA
"op_REV_count","numeric",80,0,5,3.4375,4,4,NA,1.04146622544093,NA,1,5,4,-0.333783046108321,-0.620624578226534,-0.530222679074754,-0.498530543522793,NA,NA
"op_REV_total","numeric",80,0,1,5,5,5,NA,0,NA,5,5,0,NA,NA,NA,NA,NA,NA
"op_REV_ratio","numeric",80,0,5,0.3125,0.2,0.2,NA,0.208293245088186,NA,0,0.8,0.8,0.33378304610832,0.620624578226533,-0.530222679074754,-0.498530543522794,NA,NA
"sel_REV_count","numeric",80,0,5,1.75,2,2,NA,0.961275523932339,NA,0,4,4,1.0976426217377,2.04091848613051,0.459434960827547,0.431973904123476,NA,NA
"sel_REV_total","numeric",80,0,3,2.9875,3,3,NA,0.96119321942224,NA,2,4,2,0.0244525757680828,0.045466268282823,-1.93069962385578,-1.81529906366826,NA,NA
"sel_REV_ratio","numeric",80,0,7,0.3854175,0.5,0.5,NA,0.292120171983632,NA,0,1,1,-0.19897213961781,-0.369961870948532,-1.32935770393712,-1.24990017370899,NA,NA
"quant_REV_count","numeric",80,0,5,2.175,2,2,NA,0.977920811683671,NA,0,4,4,0.212618416240983,0.395335282727125,-0.144717423197785,-0.136067464654484,NA,NA
"quant_REV_total","numeric",80,0,4,2.8375,3,3,NA,0.933806013519979,NA,1,4,3,0.0449164122245696,0.0835160135223769,-1.39007109378573,-1.30698464111268,NA,NA
"quant_REV_ratio","numeric",80,0,6,0.18958,0,0,NA,0.28713920692218,NA,0,1,1,1.29512711727141,2.40811428344825,0.584728433705636,0.549778414565711,NA,NA
"mod_REV_count","numeric",80,0,3,0.1625,0,0,NA,0.514197174415822,NA,0,2,2,2.98577844047212,5.55165250872127,7.46514867879644,7.01894652038102,NA,NA
"mod_REV_total","numeric",80,0,3,0.175,0,0,NA,0.545986506997,NA,0,2,2,2.85755615187648,5.31324044823249,6.50217875429362,6.11353462684184,NA,NA
"mod_REV_ratio","numeric",8,0.9,3,0.0625,0,0,NA,0.176776695296637,NA,0,0.5,0.5,1.85615530061469,1.23397936697702,1.703125,0.575037967000448,NA,NA
"MP_REV_count","numeric",80,0,11,8.25,8,8,NA,2.33031752060432,NA,4,14,10,0.251886500138104,0.468348991154082,-0.413523901433648,-0.388807011614676,NA,NA
"MP_REV_total","numeric",80,0,7,11.9125,12,12,NA,2.03260604686992,NA,9,16,7,0.277949052107688,0.516808793148882,-1.14185834045525,-1.07360790392169,NA,NA
"QMP_REV_ratio","numeric",80,0,34,0.2995525,0.2792,0.2792,NA,0.178909654716097,NA,0,0.7143,0.7143,0.522175298492185,0.970914575097552,-0.656784170951822,-0.617527281732165,NA,NA
