"many_labs_version","rep_org","title","measure_name","variable_name","multi","variable_order","N","N_items","hypothesis_support","reliability_type","reliability_type_text","reliability_coeff","def_1","op_version","op_1","op_2","op_3","op_4","op_5","sel_existing","sel_existing_text","sel_1","sel_2","sel_3","sel_4","sel_psychometric_evidence","sel_psychometric_evidence_text","quant_1","quant_2","quant_3","quant_4","mod_check","mod_1","mod_2","mod_3","mod_4","mod_5","mod_6","mod_time","op_1_REV","op_2_REV","op_5_REV","sel_1_REV","sel_3_REV","sel_psychometric_evidence_REV","sel_psychometric_evidence_text_REV","quant_1_REV","quant_2_REV","quant_3_REV","mod_check_REV","mod_1_REV","mod_2_REV","mod_3_REV","mod_4_REV","mod_5_REV","mod_6_REV","inseperable_material"
1,"Original","Elaboration enhances the imagined contact effect","index of intentions to engage in future contact","intentions to engage in future contact","False",1,33,"multiple item measure","Yes","alpha","",0.82,TRUE,"",FALSE,FALSE,TRUE,TRUE,TRUE,"True, namely:",", Ratcliff, Czuchry, Scarberry, Thomas, Dansereau and Lord (1999)'s measure of behavioral intentions",TRUE,FALSE,FALSE,FALSE,"None",NA,TRUE,TRUE,TRUE,TRUE,"True",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not reported",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,FALSE,"True",NA,NA,TRUE,NA,FALSE,NA,"False"
1,"Original","Math  Male, Me  Female, Therefore Math  Me","implicit attitudes toward math and science test from this study","implicit attitudes toward math and science","False",1,79,"multiple item measure","Yes","Not Reported","",NA,TRUE,"",TRUE,TRUE,TRUE,TRUE,FALSE,"False, materials were newly developped for this study","",TRUE,TRUE,TRUE,FALSE,"None",NA,FALSE,NA,TRUE,TRUE,"True",NA,NA,NA,NA,FALSE,NA,"Not reported",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
1,"Original","Math  Male, Me  Female, Therefore Math  Me","feeling thermometers","feelings of warmth toward math and arts as academic domains","False",2,79,"1 item measure","Yes","","Correlation between scores of two related tests",0.76,FALSE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
1,"Original","Math  Male, Me  Female, Therefore Math  Me","semantic differential scales measuring attitudes toward math and arts","attitudes towards math and arts","False",3,79,"multiple item measure","Yes","alpha","",0.8,TRUE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"None",NA,TRUE,TRUE,TRUE,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,TRUE,"Other, namely:","convergent validity",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","Living in the north is not necessarily favorable: Different metaphoric associations between cardinal direction and valence in Hong Kong and in the United States","question to judge cardinal living location Meier et al. (2011)","judged cardinal living location","False",1,180,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,TRUE,FALSE,TRUE,"True, namely:","question to judge cardinal living location Meier et al. (2011)",TRUE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,NA,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original","A Functional Basis for Structure-Seeking: Exposure to Structure Promotes Willingness to Engage in Motivated Action","goal pursuit willingness questions from this study ","goal pursuit willingness","False",1,67,"multiple item measure","No","Not Reported","",NA,FALSE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"None",NA,TRUE,TRUE,TRUE,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","Overcoming Intuition: Metacognitive Difficulty Activates Analytic Reasoning","syllogisms solving task with font differences from this study","ability to solve cognitive tasks","False",1,41,"multiple item measure","No","Not Reported","",NA,FALSE,"",FALSE,TRUE,TRUE,TRUE,FALSE,"True, namely:","syllogisms used in Johnson-Laird & Bara, 1984; Zielinski, Goodwin, & Halford, 2006",TRUE,TRUE,FALSE,TRUE,"None",NA,TRUE,TRUE,NA,FALSE,"True",FALSE,NA,FALSE,NA,TRUE,TRUE,"After/During",FALSE,TRUE,FALSE,TRUE,TRUE,"Other, namely:","difficulty in solving tasks onbtained from previous research",TRUE,NA,NA,"True",NA,NA,NA,NA,TRUE,TRUE,"True"
2,"Original","Liberals and Conservatives Rely on Different Sets of Moral Foundations","moral foundations questionnaire","individualizing moral foundations","True",2,1613,"multiple item measure","Yes","alpha","",NA,TRUE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"False, materials were newly developped for this study","",TRUE,TRUE,TRUE,TRUE,"Exploratory Factor Analysis",NA,TRUE,TRUE,FALSE,TRUE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Exploratory Factor Analysis","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","Liberals and Conservatives Rely on Different Sets of Moral Foundations","Moral Foundations questionnaire","binding moral foundations","True",5,1613,"multiple item measure","Yes","alpha","",NA,TRUE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"False, materials were newly developped for this study","",TRUE,TRUE,TRUE,TRUE,"Exploratory Factor Analysis",NA,TRUE,TRUE,FALSE,TRUE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Exploratory Factor Analysis","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","kiss or cash question with or without chance from this study","kiss or cash question with or without chance from this study","affective response choice","False",1,40,"1 item measure","No","","",NA,TRUE,"",TRUE,FALSE,TRUE,TRUE,TRUE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","Cuing consumerism: Situational materialism undermines personal and social well-being","drought water consumption problem with trust question from this study","trust in others","True",1,77,"1 item measure","Yes","","",NA,TRUE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"None Reported",NA,NA,NA,NA,NA,NA,"True"
2,"Original","Cultural Variation in Correspondence Bias: The Critical Role of Attitude Diagnosticity of Socially Constrained Behavior","question of an essay's writers true attitude ","attributed true attitude","False",1,107,"1 item measure","Yes","","",NA,TRUE,"",TRUE,TRUE,TRUE,TRUE,TRUE,"True, namely:","essays used by Choi and Nisbett (1998).",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"True",FALSE,NA,FALSE,NA,NA,NA,"Before",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original","Disgust Sensitivity Predicts Intuitive Disapproval of Gays","question regarding intentionality of a director in encouraging gay couples kissing from this study","degree of intentionaility","False",1,44,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,TRUE,TRUE,TRUE,"False, materials were newly developped for this study","",TRUE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original","Disgust Sensitivity Predicts Intuitive Disapproval of Gays","six item adjust version of the eight-item short form of the Disgust Sensitivity Scale (DSS; Haidt, McCauley, & Rozin, 1994)","disgust sensitivity","False",2,44,"multiple item measure","Yes","alpha","",0.62,TRUE,"",TRUE,FALSE,TRUE,TRUE,FALSE,"True, namely:","the eight-item short form of the Disgust Sensitivity Scale (DSS; Haidt, McCauley, & Rozin, 1994)",TRUE,TRUE,FALSE,TRUE,"None",NA,TRUE,FALSE,FALSE,TRUE,"True",FALSE,NA,NA,NA,TRUE,FALSE,"Before",TRUE,TRUE,TRUE,TRUE,TRUE,"Other, namely:","validity showing differences in behavior",TRUE,FALSE,FALSE,"True",NA,NA,NA,NA,TRUE,TRUE,"False"
2,"Original","Incidental Environmental Anchors","judegement of phone sales question from this study","basic anchoring","False",1,207,"1 item measure","No","","",NA,TRUE,"",TRUE,FALSE,TRUE,FALSE,FALSE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original","Development of Prosocial, Individualistic, and Competitive Orientations: Theory and Preliminary Evidence","nineitem decomposed game measure of social value orientation (e.g., Van Lange & Kuhlman, 1994; Van Lange et al., in press) ","Social Value Orientation","False",1,628,"multiple item measure","No","retest","",NA,TRUE,"nineitem decomposed game measure of social value orientation (e.g., Van Lange & Kuhlman, 1994; Van Lange et al., in press) ",FALSE,FALSE,TRUE,TRUE,TRUE,"True, namely:","nineitem decomposed game measure of social value orientation (e.g., Van Lange & Kuhlman, 1994; Van Lange et al., in press) ",TRUE,TRUE,FALSE,FALSE,"None",NA,TRUE,TRUE,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original","Development of Prosocial, Individualistic, and Competitive Orientations: Theory and Preliminary Evidence","question askinf for number of siblings","number of siblings","False",2,628,"1 item measure","No","","",NA,NA,"",TRUE,FALSE,TRUE,TRUE,TRUE,"False, materials were newly developped for this study","",NA,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,NA,NA,FALSE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","A Dissociation Between Moral Judgments and Justifi cations","trolley dillema scenarios with permissibility questions","moral permissibility ratings","False",1,2646,"1 item measure","Yes","","",NA,TRUE,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,FALSE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"None Reported",NA,NA,NA,NA,NA,NA,"True"
2,"Original","The Local Ladder Effect: Social Status and Subjective Well-Being","Satisfaction with life Scale (SWLS; Diener, Emmons, Larsen, & Griffin, 1985)","satisfaction with life","False",1,228,"multiple item measure","No","alpha","",0.77,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,"True, namely:","Satisfaction with life Scale (SWLS; Diener, Emmons, Larsen, & Griffin, 1985)",TRUE,TRUE,FALSE,FALSE,"None",NA,FALSE,FALSE,FALSE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",TRUE,FALSE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","The Local Ladder Effect: Social Status and Subjective Well-Being","positive affect schedule ((Watson, Clark, & Tellegen, 1988)","positive affect","False",2,228,"multiple item measure","No","alpha","",0.89,FALSE,"positive affect schedule ((Watson, Clark, & Tellegen, 1988)",TRUE,FALSE,FALSE,FALSE,FALSE,"True, namely:","positive affect schedule ((Watson, Clark, & Tellegen, 1988)",TRUE,TRUE,FALSE,FALSE,"None",NA,FALSE,FALSE,FALSE,FALSE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",FALSE,FALSE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","The Local Ladder Effect: Social Status and Subjective Well-Being","negative affect schedule","negative affect","False",3,228,"multiple item measure","No","alpha","",0.83,FALSE,"negative affect schedule (Watson, Clark, & Tellegen, 1988)",TRUE,FALSE,FALSE,FALSE,FALSE,"True, namely:","negative affect schedule (Watson, Clark, & Tellegen, 1988)",TRUE,TRUE,FALSE,FALSE,"None",NA,FALSE,FALSE,FALSE,FALSE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",FALSE,FALSE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","The “False Consensus Effect”: An Egocentric Bias in Social Perception and Attribution Processes ","peer aprroval of the described choices within the scenario","attribution bias","False",1,160,"multiple item measure","Yes","Not Reported","",NA,TRUE,"",TRUE,FALSE,TRUE,FALSE,TRUE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original","The “False Consensus Effect”: An Egocentric Bias in Social Perception and Attribution Processes ","participant choice of options within presented scenario","participant choice","False",2,160,"1 item measure","Yes","","",NA,NA,"",FALSE,FALSE,TRUE,FALSE,FALSE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"None",NA,TRUE,TRUE,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original","High in the Hierarchy: How Vertical Location and Judgments of Leaders' Power are Interrelated","a scale measuring perceived leader power","perceived leader power","False",1,64,"multiple item measure","No","alpha","",0.72,TRUE,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"None",NA,TRUE,TRUE,TRUE,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original","The Framing of Decisions and the Psychology of Choice","reponses to travel for discount scenarios from this study","framing effect","False",1,181,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,FALSE,FALSE,TRUE,"True, namely:","it was based on examples by Savage (2, p.103) and Thaler (18)",TRUE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,FALSE,NA,NA,"True",FALSE,FALSE,FALSE,NA,FALSE,NA,"Before",TRUE,FALSE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"None Reported",NA,NA,NA,NA,NA,NA,"True"
2,"Original","Why People Are Reluctant to Tempt Fate","question about likelihood of being called on within a specific scenario","aversion to tempt fate","False",1,120,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,TRUE,FALSE,FALSE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original","What Counts as a Choice? U.S. Americans Are More Likely Than Indians to Construe Actions as Choices","question about evaluated degree of choice in personal and interpersonal actions","evaluated degree of choice","False",1,218,"multiple item measure","No","Not Reported","",NA,TRUE,"",FALSE,FALSE,TRUE,TRUE,FALSE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,FALSE,NA,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,FALSE,"None","",TRUE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","What Counts as a Choice? U.S. Americans Are More Likely Than Indians to Construe Actions as Choices","rating of personal and interpersonal choice importance","choice importance","False",2,218,"multiple item measure","No","Not Reported","",NA,TRUE,"",FALSE,FALSE,TRUE,TRUE,FALSE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"None",NA,TRUE,FALSE,NA,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","Cultural preferences for formal versus intuitive reasoning","preference to rule-base judgement of similarity questions","preference to rule-base judgement of similarity","False",1,157,"multiple item measure","Yes","Not Reported","",NA,TRUE,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Not Clearly Stated","",FALSE,TRUE,FALSE,FALSE,"None",NA,TRUE,FALSE,TRUE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original","Less Is Better: When Low-value Options Are Valued More Highly than High-value Options","generosity rating scale","rated generosity ","False",1,83,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,FALSE,TRUE,TRUE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original","Moral Typecasting: Divergent Perceptions of Moral Agents and Moral Patients","Rating of intentionality of doer within a story","intenionality rating","False",1,69,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,TRUE,FALSE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original","Washing Away Your Sins: Threatened Morality and Physical Cleansing","Cleaning product rating question","mental accessibility of cleansing-related words","False",1,NA,"multiple item measure","No","Not Reported","",NA,TRUE,"",FALSE,FALSE,FALSE,FALSE,FALSE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"None",NA,FALSE,FALSE,NA,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
